no;title;author;journal;number;cites;year;cid;pubid;id
14;The association of estimated glomerular filtration rate with diabetic retinopathy and macular edema;REK Man, MB Sasongko, JJ Wang, R MacIsaac, TY Wong, ...;Investigative ophthalmology & visual science;56 (8), 4810-4816;31;2015;9603721822357982632;mVmsd5A6BfQC;8TaXueIAAAAJ
15;Axial length, retinal function, and oxygen consumption: a potential mechanism for a lower risk of diabetic retinopathy in longer eyes;REK Man, EL Lamoureux, Y Taouk, J Xie, MB Sasongko, WJ Best, ...;Investigative ophthalmology & visual science;54 (12), 7691-7698;29;2013;16679878766758102619;ufrVoPGSRksC;8TaXueIAAAAJ
16;Retinal vascular geometry predicts incident renal dysfunction in young people with type 1 diabetes;PZ Benitez-Aguirre, MB Sasongko, ME Craig, AJ Jenkins, J Cusumano, ...;Diabetes care;35 (3), 599-604;26;2012;9369773729509008847;W7OEmFMy1HYC;8TaXueIAAAAJ
17;Retinal vessel tortuosity and its relation to traditional and novel vascular risk markers in persons with diabetes;MB Sasongko, TY Wong, TT Nguyen, CY Cheung, JE Shaw, R Kawasaki, ...;Current eye research;41 (4), 551-557;21;2016;3066141748552676065;_kc_bZDykSQC;8TaXueIAAAAJ
18;Serum apolipoproteins are associated with systemic and retinal microvascular function in people with diabetes;MB Sasongko, TY Wong, TT Nguyen, R Kawasaki, AJ Jenkins, J Shaw, ...;Diabetes;61 (7), 1785-1792;20;2012;12358425260711093621;YsMSGLbcyi4C;8TaXueIAAAAJ
19;Modifiable lifestyle and environmental risk factors affecting the retinal microcirculation;K Serre, MB Sasongko;Microcirculation;19 (1), 29-36;17;2012;9057242455611496813;WF5omc3nYNoC;8TaXueIAAAAJ
20;Association between myopia and diabetic retinopathy: a review of observational findings and potential mechanisms;REK Man, MB Sasongko, JJ Wang, EL Lamoureux;Clinical & experimental ophthalmology;41 (3), 293-301;16;2013;2942566690665724854;roLk4NBRz8UC;8TaXueIAAAAJ
21;Prevalence of diabetic retinopathy and blindness in Indonesian adults with type 2 diabetes;MB Sasongko, F Widyaputri, AN Agni, FS Wardhana, S Kotha, P Gupta, ...;American journal of ophthalmology;181, 79-87;14;2017;6666731480788366256;mB3voiENLucC;8TaXueIAAAAJ
22;Associations of retinal oximetry in healthy young adults;REK Man, MB Sasongko, R Kawasaki, JE Noonan, TCS Lo, CD Luu, ...;Investigative ophthalmology & visual science;55 (3), 1763-1769;13;2014;16104488499733274399;0EnyYjriUFMC;8TaXueIAAAAJ
23;Associations of retinal oximetry in persons with diabetes;REK Man, MB Sasongko, J Xie, R Kawasaki, WJ Best, JE Noonan, ...;Clinical & experimental ophthalmology;43 (2), 124-131;12;2015;9637845706064274335;KlAtU1dfN6UC;8TaXueIAAAAJ
24;Correlation and reproducibility of retinal vascular geometric measurements for stereoscopic retinal images of the same eyes;MB Sasongko, LAB Hodgson, TY Wong, R Kawasaki, CY Cheung, W Hsu, ...;Ophthalmic epidemiology;19 (5), 322-327;12;2012;3567873892360288770;5nxA0vEk-isC;8TaXueIAAAAJ
25;Vitamin D deficiency is not associated with changes in retinal geometric parameters in young people with type 1 diabetes;M Poon, ME Craig, H Kaur, J Cusumano, MB Sasongko, TY Wong, ...;Journal of diabetes research;2013;11;2013;5873369753521881534;_FxGoFyzp5QC;8TaXueIAAAAJ
26;Impact of diabetic retinopathy on patients' beliefs about diabetes;G Rees, MB Sasongko, EK Fenwick, TE Nicolaou, TY Wong, ...;Clinical and Experimental Optometry;95 (3), 371-376;11;2012;11821826065415449987;LkGwnXOMwfcC;8TaXueIAAAAJ
27;Decreased retinal capillary flow is not a mediator of the protective myopia–diabetic retinopathy relationship;REK Man, MB Sasongko, J Xie, WJ Best, JE Noonan, TCS Lo, JJ Wang, ...;Investigative ophthalmology & visual science;55 (10), 6901-6907;9;2014;1149892985303970475;UebtZRa9Y70C;8TaXueIAAAAJ
28;Associations of physical activity and sedentary behaviour with vision-threatening diabetic retinopathy in Indonesian population with type 2 diabetes mellitus: Jogjakarta Eye …;DP Dharmastuti, AN Agni, F Widyaputri, S Pawiroranu, ZM Sofro, ...;Ophthalmic epidemiology;25 (2), 113-119;8;2018;13998283729237912277;isC4tDSrTZIC;8TaXueIAAAAJ
29;Segmentation of exudates based on high pass filtering in retinal fundus images;HA Nugroho, KZW Oktoeberza, TB Adji, MB Sasongko;;2015 7th International Conference on Information Technology and Electrical …;8;2015;10845433574430933672;7PzlFSSx8tAC;8TaXueIAAAAJ
30;Maculopathy resolution after surgery for an optic disc pit;F Bottoni, R Secondi, A Giani, M Cereda, G Staurenghi;Ophthalmology;120 (4), 877-878. e1;7;2013;17067164255180314008;4TOpqqG69KYC;8TaXueIAAAAJ
31;Maculopathy resolution after surgery for an optic disc pit;F Bottoni, R Secondi, A Giani, M Cereda, G Staurenghi;Ophthalmology;120 (4), 877-878. e1;7;2013;17067164255180314008;Zph67rFs4hoC;8TaXueIAAAAJ
32;Rationale and methodology for a community-based study of diabetic retinopathy in an Indonesian population with type 2 diabetes mellitus: the Jogjakarta Eye Diabetic Study in …;MB Sasongko, AN Agni, FS Wardhana, SP Kotha, P Gupta, TW Widayanti, ...;Ophthalmic epidemiology;24 (1), 48-56;4;2017;8119801937434596658;-f6ydRqryjwC;8TaXueIAAAAJ
33;Automated segmentation of hard exudates based on matched filtering;HA Nugroho, KZW Oktoeberza, I Ardiyanto, RLB Buana, MB Sasongko;;2016 International Seminar on Sensors, Instrumentation, Measurement and …;2;2016;10954933889804510358;hFOr9nPyWt4C;8TaXueIAAAAJ
34;Retinal microvascular structure: determinants and potential utility of novel imaging measurements;MB Sasongko, TY Wong, JJ Wang;Expert Review of Ophthalmology;5 (3), 353-363;2;2010;11382139733251828712;hqOjcs7Dif8C;8TaXueIAAAAJ
35;Surgical Technique of Late Spontaneous IOL-Capsular Bag Complex Dislocation with Low Corneal Endothelial Cell Density: A Case Report;FS Wardhana, DH Sakti, S Supanji, MB Sasongko, TW Widayanti, ...;International Journal of Retina;2 (1);0;2019;#N/A;u_35RYKgDlwC;8TaXueIAAAAJ
36;Neurofibromatosis type 2 gene mutation and progesterone receptor messenger RNA expression in the pathogenesis of sporadic orbitocranial meningioma;A Supartoto, IT Mahayana, DS Heriyanto, MB Sasongko, HD Respatika, ...;International journal of ophthalmology;12 (4), 571;0;2019;#N/A;fPk4N6BV_jEC;8TaXueIAAAAJ
37;Estimated Resting Metabolic Rate and Body Composition Measures Are Strongly Associated With Diabetic Retinopathy in Indonesian Adults With Type 2 Diabetes;MB Sasongko, F Widyaputri, DC Sulistyoningrum, FS Wardhana, ...;Diabetes care;41 (11), 2377-2384;0;2018;#N/A;pqnbT2bcN3wC;8TaXueIAAAAJ
38;Retinal Arteriolar Narrowing in Young Adults With Glaucomatous Optic Disc;R Adiarti, R Ekantini, AN Agni, TY Wong, MB Sasongko;Journal of glaucoma;27 (8), 699-702;0;2018;#N/A;70eg2SAEIzsC;8TaXueIAAAAJ
39;Diabetes Care Publish Ahead of Print, published online September 13, 2018;MB Sasongko, F Widyaputri, DC Sulistyoningrum, FS Wardhana, ...;;;0;2018;#N/A;3s1wT3WcHBgC;8TaXueIAAAAJ
40;Relationships Between Neurofibromatosis-2, Progesterone Receptor Expression, the Use of Exogenous Progesterone, and Risk of Orbitocranial Meningioma in Females;A Supartoto, MB Sasongko, D Respatika, IT Mahayana, S Pawiroranu, ...;Frontiers in oncology;8;0;2018;#N/A;SeFeTyx0c_EC;8TaXueIAAAAJ
41;HAMBATAN PASIEN RUJUKAN KASUS RETINOPATI DIABETIKA DARI PUSKESMAS DI AREA PERKOTAAN DAERAH ISTIMEWA YOGYAKARTA (DIY) DALAM MENDAPATKAN PENANGANAN OPTIMAL;B ASTRID;Universitas Gadjah Mada;;0;2017;#N/A;NaGl4SEjCO4C;8TaXueIAAAAJ
42;VISUAL OUTCOME OF POST PHACOEMULSIFICATION CATARACT SURGERY PATIENTS IN RSUP DR SARDJITO YOGYAKARTA;AT FIRDAUS, PT Utomo, MB Sasongko;Universitas Gadjah Mada;;0;2017;#N/A;RGFaLdJalmkC;8TaXueIAAAAJ
43;Hubungan antara Perubahan Kadar Matriks Metaloproteinase-8 dengan Luas Ulkus Kornea dari Sebelum dan Sesudah Terapi Collagen Cross Linking;LA AHNAN;Universitas Gadjah Mada;;0;2017;#N/A;O3NaXMp0MMsC;8TaXueIAAAAJ
44;Gambaran ekspresi VEGF pada berbagai subtipe meningioma orbitokranial berdasarkan WHO 2007;A Supartoto, MB Sasongko;Universitas Gadjah Mada;;0;2017;#N/A;BqipwSGYUEgC;8TaXueIAAAAJ
45;Pengetahuan, Sikap, dan Praktik Pasien Diabetes Melitus Terkait dengan Retinopatik Diabetika di Perkotaan Provinsi DI Yogyakarta;MB Sasongko, RAYS Prabandari, RH Yudono;Universitas Gadjah Mada;;0;2017;#N/A;hMod-77fHWUC;8TaXueIAAAAJ
46;Frequency of using eye care among persons with diabetes and diabetic retinopathy in DIY: A rural-urban comparison;A Safitri, MB Sasongko;Diabetes Research and Clinical Practice;120, S133;0;2016;#N/A;qUcmZB5y_30C;8TaXueIAAAAJ
47;The Profile of Endometrial Adenocarcinomas in Department of Anatomical Pathology;N HANIFAH, DS Heriyanto, S PA, MB Sasongko;Universitas Gadjah Mada;;0;2016;#N/A;J_g5lzvAfSwC;8TaXueIAAAAJ
48;HAMBATAN PASIEN DIABETES DI PEDESAAN DALAM MENDAPATKAN RUJUKAN PERAWATAN RETINOPATI DIABETIKA DI DAERAH ISTIMEWA YOGYAKARTA (DIY);AV PUTRI, MB Sasongko, RAYS Prabandari;Universitas Gadjah Mada;;0;2016;#N/A;ns9cj8rnVeAC;8TaXueIAAAAJ
49;Insidensi peningkatan lakrimasi pasca prosedur Photorefractive Keratectomy;RH Yudono, MB Sasongko, M Epi;Universitas Gadjah Mada;;0;2016;#N/A;YFjsv_pBGBYC;8TaXueIAAAAJ
50;PERBANDINGAN FREKUENSI KONTROL KESEHATAN MATA PADA PENDERITA DIABETES DENGAN ATAU TANPA RETINOPATI DI KOTA DAN DESA DI DIY;A SAFITRI, MB Sasongko;Universitas Gadjah Mada;;0;2016;#N/A;IWHjjKOFINEC;8TaXueIAAAAJ
51;INSIDENSI KEKERUHAN KORNEA PASCA PROSEDUR PHOTOREFRACTIVE KERATECTOMY DI RUMAH SAKIT MATA DR YAP YOGYAKARTA;R ARDAYA;Universitas Gadjah Mada;;0;2016;#N/A;ZeXyd9-uunAC;8TaXueIAAAAJ
52;Author Response: Retinal Capillary Flow and Diabetic Retinopathy;REK Man, MB Sasongko, JJ Wang, EL Lamoureux;Investigative ophthalmology & visual science;56 (3), 2002-2002;0;2015;#N/A;MXK_kJrjxJIC;8TaXueIAAAAJ
53;Hubungan Aktivitas Fisik dengan Kejadian Retinopati Diabetika pada Pasien Diabetes Mellitus Tipe 2: Jogjakarta Eye Diabetic Study in the Community (JOGED. COM);BB ANNISA;Universitas Gadjah Mada;;0;2015;#N/A;9ZlFYXVOiuMC;8TaXueIAAAAJ
54;Retinal Oxygen Saturation is Altered in Diabetes;R Man, MB Sasongko, J Xie, JE Noonan, W Best, R Kawasaki, CD Luu, ...;Investigative Ophthalmology & Visual Science;55 (13), 5355-5355;0;2014;#N/A;M3ejUd6NZC8C;8TaXueIAAAAJ
55;OBSTRUCTIVE SLEEP APNEAÂ SEBAGAI FAKTOR RISIKO KEJADIAN RETINOPATI DIABETIKA PADA PASIEN DIABETES MELLITUS TIPE 2: JOGJAKARTA EYE DIABETIC STUDY IN THE COMMUNITY;MB Sasongko, M Epi;Universitas Gadjah Mada;;0;2014;#N/A;GnPB-g6toBAC;8TaXueIAAAAJ
56;Axial length and diabetic retinopathy reply;REK Man, MB Sasongko, EL Lamoureux;Ophthalmology;120 (5), 1105-1106;0;2013;#N/A;g5m5HwL7SMYC;8TaXueIAAAAJ
57;Author reply: To PMID 22627119.;RE Man, MB Sasongko, EL Lamoureux;Ophthalmology;120 (4), 877-877;0;2013;#N/A;rO6llkc54NcC;8TaXueIAAAAJ
58;Effect of Axial Length on Diabetic Retinopathy reply;REK Man, MB Sasongko, EL Lamoureux;Ophthalmology;120 (4), 877-877;0;2013;#N/A;M05iB0D1s5AC;8TaXueIAAAAJ
59;334 Retinal Vascular Abnormalities In Persons With Suspect And True Hypertension;B Sasongko, MB Sasongko, JA Savige, R Kawasaki, R Audehm, ...;Journal of Hypertension;30, e97-e98;0;2012;#N/A;Wp0gIr-vW9MC;8TaXueIAAAAJ
60;The Relationship of Diabetic Nephropathy to Retinopathy and Macular Edema in Type 2 Diabetes: The Diabetes Management Project;EL Lamoureux, MB Sasongko, N Blyth, JJ Wang, R MacIsaac, ...;Investigative Ophthalmology & Visual Science;53 (14), 5281-5281;0;2012;#N/A;kNdYIx-mwKoC;8TaXueIAAAAJ
61;Retinal vascular geometry and its relationships to diabetes and diabetic retinopathy;MB Sasongko;;;0;2012;#N/A;4DMP91E08xMC;8TaXueIAAAAJ
62;Retinal vascular geometry in Asian persons with diabetes and retinopathy;PR Mitchell, JJ Wang, C Cheung, J Ding, MK Ikram, EL Lamoureux, ...;Diabetes Technology Society;;0;2012;#N/A;aqlVkmm33-oC;8TaXueIAAAAJ
63;Retinal vascular geometry predicts incident renal dysfunction in young persons with type 1 diabetes;P Benitez-Aguirre, M Sasongko, M Craig, A Jenkins, J Cusumano, ...;Pediatric Diabetes;12;0;2011;#N/A;hC7cP41nSMkC;8TaXueIAAAAJ
64;Stroke and Peripheral Artery Disease;MB Sasongko, TY Wong, TT Nguyen;Year Book of Endocrinology;2011-E-Book 2011, 78;0;2011;#N/A;zA6iFVUQeVQC;8TaXueIAAAAJ
65;The Relationship of Markers of Inflammation and Endothelial Dysfunction to Diabetic Retinopathy;MB Sasongko, TY Wong, TT Nguyen, A Jenkins, J Shaw, JJ Wang;Investigative Ophthalmology & Visual Science;52 (14), 603-603;0;2011;#N/A;ULOm3_A8WrAC;8TaXueIAAAAJ
66;Correlation and Reproducibility of Semi-Automated Retinal Vascular Geometric Measurements Within Paired Stereoscopic Images;LA Hodgson, MB Sasongko, R Kawasaki, JJ Wang, W Hsu, ML Lee, ...;Investigative Ophthalmology & Visual Science;51 (13), 3535-3535;0;2010;#N/A;qxL8FJ1GzNcC;8TaXueIAAAAJ
67;Retinal Vessel Tortuosity and Incidence of Diabetic Retinopathy in Type 1 Diabetes;MB Sasongko, PB Aguirre, JJ Wang, K Donaghue, N Cheung, A Jenkins, ...;Investigative Ophthalmology & Visual Science;51 (13), 1240-1240;0;2010;#N/A;YOwf2qJgpHMC;8TaXueIAAAAJ
68;Systematic review: better or (otherwise) misleading for clinical decision?;MB Sasongko, H Soebono;Journal of the Medical Sciences;42 (2010);0;2010;#N/A;8k81kl-MbHgC;8TaXueIAAAAJ
69;Retinal Microvascular Structural Changes and Complications in Type 1 Diabetes Mellitus;MB Sasongko, JJ Wang, N Cheung, K Donaghue, A Jenkins, ...;Investigative Ophthalmology & Visual Science;50 (13), 3902-3902;0;2009;#N/A;3fE2CSJIrl8C;8TaXueIAAAAJ
