no;title;author;journal;number;cites;year;cid;pubid;id
11;Penelitian farmasi komunitas dan klinik;IP Sari;Cetakan pertama, Yogyakarta: Gajah Mada University Press, hal;24-26;10;2004;3926862264551225981;uWiczbcajpAC;On5zuCgAAAAJ
12;Statistik Praktis untuk Farmasi;I Puspitasari;Yogyakarta: Pustaka Mahasiswa;;7;2005;3751047671082720710;QIV2ME_5wuYC;On5zuCgAAAAJ
13;Immunomodulatory Effects of Ethanolic Extract of Thyphonium flagelliforme (Lodd) Blume in Rats Induced by Cyclophosphamide;A Nurrochmad, M Ikawati, IP Sari, R Murwanti, AE Nugroho;Journal of evidence-based complementary & alternative medicine;20 (3), 167-172;6;2015;6655365703591257772;IWHjjKOFINEC;On5zuCgAAAAJ
14;Jadi Dokter untuk Diri Sendiri;I Puspitasari;Bentang Pustaka;;6;2010;15183423528070884192;u-x6o8ySG0sC;On5zuCgAAAAJ
15;Cerdas mengenali penyakit dan obat;I Puspitasari;B-first, Yogyakarta;;6;2006;18313960217163628142;Wp0gIr-vW9MC;On5zuCgAAAAJ
16;The Effect Of Community Pharmacist’s Counseling On Hypertensive Patients;MR Wati, M Mustofa, IP Sari;JURNAL MANAJEMEN DAN PELAYANAN FARMASI (Journal of Management and Pharmacy …;;5;2015;9177568496906077313;mB3voiENLucC;On5zuCgAAAAJ
17;Antihyperglicemic activity of some chromium (III)-amino acid complexes in nicotinamide-streptozotocin induced diabetic wistar rats;KS Budiasih, C Anwar, SJ Santosa, H Ismail, IP Sari;Journal of Chemical and Pharmaceutical Research;5 (9), 34-39;5;2013;7126362738809678758;M05iB0D1s5AC;On5zuCgAAAAJ
18;Uji Efektif Hipoglikemi Infus Kulit Kacang Tanah (Arachis Hypogea L) Pada Tikus Putih Jantan (Wistar) yang Dibenahi Glukosa;IP Sari, M Umrotul;Lembaga Pengabdian kepada Masyarakat. UGM Yogyakarta;;5;2003;4739629938884915659;9ZlFYXVOiuMC;On5zuCgAAAAJ
19;Evaluasi pengaruh konseling farmasis terhadap kepatuhan dan hasil terapi pasien hipertensi anggota program pengelolaan penyakit kronis (PROLANIS) pada dokter keluarga di …;M DEWI;Universitas Gadjah Mada;;4;2014;6152678648203148606;d1gkVwhDpl0C;On5zuCgAAAAJ
20;Efek Estrogenik Dari Ekstrak Etanol Daun Sambung Nyawa (Gynura Procumbens (Lour.) Merr.) Pada Tikus;IP Sari, N Yuniarti;Majalah Farmasi Indonesia;15 (4), 158-162;4;2004;1988803166058422523;mVmsd5A6BfQC;On5zuCgAAAAJ
21;Kemampuan Komunikasi Matematika Berdasarkan Perbedaan Gaya Belajar Siswa Kelas X SMA Negeri 6 Wajo pada Materi Statistika;IP Sari;JURNAL NALAR PENDIDIKAN;5 (2);3;2017;16852996685416885181;9vf0nzSNQJEC;On5zuCgAAAAJ
22;Sub-acute toxicity study of ethanolic extract of pacing (Costus speciosus) in male mice;IP Sari, A Nurrochmad;IJPCR;8 (5), 440-444;3;2016;12055022894360894671;_B80troHkn4C;On5zuCgAAAAJ
23;Evaluation of Anti-Fertility Effect of Aqueous Extract of Costus speciosus (Koen.) JE Smith Rhizome in Mice;IP Sari, A Nurrochmad, S Rahayu;Int J Pharm Chem Res;8, 440-4;3;2016;8766723197434743702;cFHS6HbyZ2cC;On5zuCgAAAAJ
24;Tuberculosis-Related to Knowledge, Adverse Drug Reactions, Clinical Outcome, Adherence in Tuberculosis Patients and Pharmacist Role, A Preliminary Survey for Pharmacist …;MN Yasin, D Wahyono, BS Riyanto, IK Sari;Journal of Pharmaceutical and Clinical Research.[Internet];8 (5), 517-22;3;2016;7654940463906928118;ns9cj8rnVeAC;On5zuCgAAAAJ
25;GLYCAEMIC INDEX OF UWI, GADUNG, AND TALAS WHICH WERE GIVEN ON RAT;IP Sari, E Lukitaningsih, R Rumiyati, IM Setiawan;Majalah Obat Tradisional (Traditional Medicine Journal);18 (3), 127-131;3;2013;414444620065396091;HDshCWvjkbEC;On5zuCgAAAAJ
26;Analysis of Macronutriencontent, Glycemic Index and Calcium Oxalate Elimination in Amorphophallus Campanulatus (Roxb.);E Lukitaningsih, R Rumiyati, I Puspitasari, M Christiana;Jurnal Natural;12 (2);3;2012;884922128857340026;qjMakFHDy7sC;On5zuCgAAAAJ
27;Daya Laktagogum Jamu Uyup-uyup dan Ekstrak Daun Katu (Sauropus androgynus Merr.) pada Glandula Ingluvica Merpati: Lactagogue effect of uyup-uyup (traditional medicine) and …;IP Sari;Majalah Farmasi Indonesia;14 (2003);3;2003;8890537047555487551;maZDTaKrznsC;On5zuCgAAAAJ
28;Daya Laktagogum Jamu Uyup-uyup dan Ekstrak Daun Katu (Sauropus androgynus Merr.) pada Glandula Ingluvica Merpati: Lactagogue effect of uyup-uyup (traditional medicine) and …;IP Sari;Majalah Farmasi Indonesia;14 (2003);3;2003;8890537047555487551;dhFuZR0502QC;On5zuCgAAAAJ
29;Co-crystallization: A Tool to Enhance Solubility and Dissolution Rate of Simvastatin.;I Sopyan, A Fudholi, M Muchtaridi, IP Sari;Journal of Young Pharmacists;9 (2);2;2017;6642656862822250413;lmc2jWPfTJgC;On5zuCgAAAAJ
30;Simvastatin-nicotinamide co-crystal: design, preparation and preliminary characterization;I Sopyan, A Fudholi, M Muchtaridi, IP Sari;Tropical Journal of Pharmaceutical Research;16 (2), 297-303;2;2017;2737033608512906239;MLfJN-KU85MC;On5zuCgAAAAJ
31;Pengaruh Konseling Farmasis terhadap Kepatuhan dan Kontrol Hipertensi Pasien Prolanis di Klinik Mitra Husada Kendal;M Dewi, IP Sari, P Probosuseno;Indonesian Journal of Clinical Pharmacy;4 (4), 242-249;2;2015;17681789148497714909;Mojj43d5GZwC;On5zuCgAAAAJ
32;Kajian Drug Related Problems Pada Terapi Pasien Gagal Jantung Rawat Inap;A Rufaidah, IDP Pramantara, IP Sari;JURNAL MANAJEMEN DAN PELAYANAN FARMASI (Journal of Management and Pharmacy …;;2;2015;13922298256763927935;blknAaTinKkC;On5zuCgAAAAJ
33;Assessment Of Hepatoprotective Effect Of Polyherbal Combination Of Phyllanthus niruri (Meniran), Curcuma xanthorrhiza (Wild Ginger), and Curcuma longa (Turmeric) Against Liver …;E Rachmawati, A Nurrochmad, IP Sari;;;2;2014;1680165804562089480;qUcmZB5y_30C;On5zuCgAAAAJ
34;PERBANDINGAN KUALITAS HIDUP PENDERITA GAGAL JANTUNG KRONIK YANG MENDAPATKAN TERAPI ANGIOTENSIN CONVERTING ENZYME INHIBITORS ATAU ANGIOTENSIN II RESEPTOR BLOCKERS DENGAN β …;DWIP YETTYNINGSIH, IP Sari;Universitas Gadjah Mada;;2;2013;7299446538577257495;zA6iFVUQeVQC;On5zuCgAAAAJ
35;Kajian Glisemik Indeks Dan Makronutrien Dari Umbi-umbian Dalam Upaya Pencarian Sumber Pangan;E Lukitaningsih;Pharmacon: Jurnal Farmasi Indonesia;13 (1), 18-23;2;2012;2777504996773892472;dfsIfKJdRG4C;On5zuCgAAAAJ
36;PENGARUH AIR PERASAN KUBIS (Brassica oleracea L.) TERHADAP TERAPI INFLAMASI DENGAN DIKLOFENAK (THE EFFECT OF CABBAGE JUICE (Brassica oleracea L.) ON THE INFLAMMATORY THERAPY …;IP Sari, L Hakim;Majalah Farmasi Indonesia;10 (1999);2;1999;8151055794431190293;L8Ckcad2t8MC;On5zuCgAAAAJ
37;Antaraksi farmakokinetika brokoli (Brassica Oleracea L. var botrytis L.)-kinidin:: Kajian terhadap akibat dan perantara antaraksi;IP SARI;Universitas Gadjah Mada;;2;1998;2912948104270760396;g3aElNc5_aQC;On5zuCgAAAAJ
38;Antihypercholesterol activity of costus speciosus water extract;H Susanti, S Wahyuono, RA Susidarti, IP Sari;Thai Journal of Pharmaceutical Sciences (TJPS);42 (2);1;2018;9793285517665126529;BwyfMAYsbu0C;On5zuCgAAAAJ
39;Pan-drug-resistant and biofilm-producing strain of Burkholderia pseudomallei: first report of melioidosis from a diabetic patient in Yogyakarta, Indonesia;T Nuryastuti, N Umaroh, RH Asdie, IP Sari, A Musthafa;International medical case reports journal;11, 319;1;2018;10627509975827929696;TIZ-Mc8IlK0C;On5zuCgAAAAJ
40;Diosgenin Determination of Costus speciosus Water Extract Using HPLC Method;H Susanti, S Wahyuono, RA Susidarti, IP Sari;Majalah Obat Tradisional (Traditional Medicine Journal);22 (1), 1-6;1;2017;13095467113898281217;VOx2b1Wkg3QC;On5zuCgAAAAJ
41;IDENTIFIKASI INFEKSI MULTIDRUG-RESISTANT ORGANISMS (MDRO) PADA PASIEN YANG DIRAWAT DI BANGSAL NEONATAL INTENSIVE CARE UNIT (NICU) RUMAH SAKIT;D Estiningsih, I Puspitasari, T Nuryastuti;JURNAL MANAJEMEN DAN PELAYANAN FARMASI (Journal of Management and Pharmacy …;;1;2016;13030659982873297606;NaGl4SEjCO4C;On5zuCgAAAAJ
42;HUBUNGAN KEPATUHAN DAN KESESUAIAN TERAPI DENGAN GUIDELINE TERHADAP TERCAPAINYA TARGET TERAPI PASIEN HIPERTENSI DI PUSKESMAS WIROBRAJAN YOGYAKARTA;FM CAHYANI, IP Sari;Universitas Gadjah Mada;;1;2016;14227515742387817625;fEOibwPWpKIC;On5zuCgAAAAJ
43;Efek Produk OB terhadap Tingkat Sekresi Mukus pada Trakea Mencit Terinduksi Amonium Klorida;A Kusumaningrum;Universitas Gadjah Mada;;1;2016;17572635354188008951;B3FOqHPlNUQC;On5zuCgAAAAJ
44;A Novel of Cocrystalization to Improve Solubility and Dissolution rate of Simvastatin;I Sopyan, A Fudholi, M Muchtaridi, I Puspitasari;International Journal of PharmTech Research;9 (6), 483-491;1;2016;4745650164859188464;hFOr9nPyWt4C;On5zuCgAAAAJ
45;Evaluasi Kualitas Hidup Penderita Osteoartritis di Instalasi Rawat Jalan RSUP Dr. Sardjito Yogyakarta Periode Februari–Mei 2013;A Ismail;Universitas Gadjah Mada;;1;2013;17988444472940453641;9yKSN-GCB0IC;On5zuCgAAAAJ
46;Efek Ekstrak Etanolik Daun Kemuning (Murraya Paniculata Jack.) Terhadap Kolesterol DaraTikus Putih Jantan Diet Tinggi Lemak DanHistopatologi Hepar, Jantung Dan Aortah;IP Sari, S Pramono, AA Hali;Gerbang Inovasi;9 (2004);1;2004;7591795389914514277;ZeXyd9-uunAC;On5zuCgAAAAJ
47;Kualitas Semen Segar Kuda (Equus caballus) di Kabupaten Deli Serdang;IP Sari, ND Hanafi, F Hasan;Jurnal Ilmu Produksi dan Teknologi Hasil Peternakan;5 (2), 61-64;0;2018;#N/A;hMsQuOkrut0C;On5zuCgAAAAJ
48;The Effect of Ethanol Extract of Piper nigrum L. Fruit on Reproductive System in Adult Male Wistar Rats: A Study of FSH, LH, Testosterone Level and Spermatogenic Cells;TW Ekaputri, IP Sari, DM Rizal;Indonesian Journal of Pharmacy;29 (3), 136;0;2018;#N/A;KUbvn5osdkgC;On5zuCgAAAAJ
49;Effects of Costus speciosus ethanolic extract on male rats: The action mechanism and the ability to impregnate.;IP Sari, A Nurrochmad, IM Setiawan, T Hertiani, AD Paramita, AY Annisa;Pakistan journal of pharmaceutical sciences;31;0;2018;#N/A;ipzZ9siozwsC;On5zuCgAAAAJ
50;Evaluasi Penggunaan Antibiotik Empiris dan Analisis Biaya Demam Tifoid di Sebuah RS Swasta Kota Semarang;HZ Hanifah, IP Sari, T Nuryastuti;Jurnal Sains Farmasi & Klinis;5 (1), 1-6;0;2018;#N/A;uc_IGeMz5qoC;On5zuCgAAAAJ
51;The Formulation of Pacing (Costus speciosus) Extract Tablet by Using Avicel® Ph 200 As Filler-Binder and Amylum As Disintegration Agent;D Damayanti, IP Sari, TNS Sulaiman, AN Bestari, IM Setiawan;Indonesian Journal of Pharmacy;29 (1), 29;0;2018;#N/A;yB1At4FlUx8C;On5zuCgAAAAJ
52;EVALUASI PENGGUNAAN ANTIBIOTIK EMPIRIS DAN ANALISIS BIAYA PADA PASIEN DEMAM TIFOID DI INSTALASI RAWAT INAP RSI SULTAN AGUNG SEMARANG;IP Sari, T Nuryastuti;Universitas Gadjah Mada;;0;2018;#N/A;vDijr-p_gm4C;On5zuCgAAAAJ
53;TOKSISITAS KANDIDAT VAKSIN INFLUENZA (INF) TERHADAP PARAMETER HEMATOLOGI KELINCI GALUR NEW ZEALAND;DWIAI SETYA, IP Sari, A Nurrochmad;Universitas Gadjah Mada;;0;2018;#N/A;zLWjf1WUPmwC;On5zuCgAAAAJ
54;Efek Jamur Endofit Asal Daun dan Akar Kacang Tanah terhadap Pertumbuhan dan Penghambatan Patogen Inangnya;N Istifadah, IP Sari;Jurnal Mikologi Indonesia;1 (2), 61-69;0;2017;#N/A;dTyEYWd-f8wC;On5zuCgAAAAJ
55;The effectiveness of empirical and definitive antimicrobial therapy;IP Sari, RH Asdie, T Nuryastuti;Unity in Diversity and the Standardisation of Clinical Pharmacy Services …;;0;2017;#N/A;t7zJ5fGR-2UC;On5zuCgAAAAJ
56;Peningkatan Peran Apoteker dan Outcome Pasien Tuberkulosis Melalui Uji Coba Model Training-Education-Monitoring-Adherence-Networking (TEMAN) Apoteker;NM Yasin, D Wahyono, BS Riyanto, IP Sari;Indonesian Journal of Clinical Pharmacy;6 (4), 247-266;0;2017;#N/A;9Nmd_mFXekcC;On5zuCgAAAAJ
57;The outcome of patients with ST elevation myocard infarct at Tulungagung Emergency Medical Service: the study of acute coronary syndrome networking of Doctor Iskak General …;FS Laitupa, IP Sari, B Prabowo, E Ruspiono, T Astiawati, A Wibisono, ...;EUROPEAN HEART JOURNAL SUPPLEMENTS;19 (E), E23-E24;0;2017;#N/A;LjlpjdlvIbIC;On5zuCgAAAAJ
58;Abstracts of the 26th Annual Scientific Meeting of Indonesian Heart Association 2017 (26th ASMIHA), Jakarta, Indonesia, April 20–23, 2017;F Ahmad, AM Soesanto, SB Raharjo, ABA Hardjosworo, F Meuthia, ...;European Heart Journal Supplements;19 (suppl_E), E1-E13;0;2017;#N/A;WA5NYHcadZ8C;On5zuCgAAAAJ
59;"SKKD NO. 370/UN25. 5.1/TU. 3/2017"" Formulasi Tablet Hisap Antihiperkolesterol Ekstrak Daun Guazuma ulmifolia L, dab Ekstrak Bunga Hibiscus sabdariffa L,""";D Nurahmanto, IP Sari;;;0;2017;#N/A;8AbLer7MMksC;On5zuCgAAAAJ
60;Pembuatan Lahan Percontohan Tanaman Padi (Oriza Sativa L.) melalui Recovery Logam Berat;N Ngatijo, N Nuryono, F Faried, UM Batubara, SM Ula, IP Sari;CHEMPUBLISH JOURNAL;2 (2), 1-10;0;2017;#N/A;4MWp96NkSFoC;On5zuCgAAAAJ
61;Studi Toksisitas Non-klinik Kandidat Vaksin Influenza (INF) terhadap Parameter Hematologi, Waktu Koagulasi, dan Waktu Perdarahan pada Tikus Galur Wistar;A PRIMADANI, IP Sari, A Nurrochmad;Universitas Gadjah Mada;;0;2017;#N/A;z_wVstp3MssC;On5zuCgAAAAJ
62;EVALUASI RASIONALITAS PENGGUNAAN ANTIBIOTIK PADA PASIEN PNEUMONIA RAWAT INAP DI RSUD DOKTER SOESELO SLAWI;E ISTRININGSIH, IP Sari, T Nuryastuti, S MK;Universitas Gadjah Mada;;0;2017;#N/A;VLnqNzywnoUC;On5zuCgAAAAJ
63;Pengaruh Ekstrak Etanol Buah Lada Hitam (Piper nigrum L.) Terhadap Sistem Reproduksi Tikus Wistar Jantan Dewasa: Kajian pada Hormon FSH, LH, Testosteron dan Sel-sel Spermatogenik;TWE Hz;Universitas Gadjah Mada;;0;2017;#N/A;uJ-U7cs_P_0C;On5zuCgAAAAJ
64;EVALUASI KESESUAIAN PENGGUNAAN ANTIBIOTIK EMPIRIS TERHADAP CLINICAL OUTCOME PADA PASIEN RAWAT INAP FEBRILE NEUTROPENIA DI RUMAH SAKIT UMUM PUSAT (RSUP) DR. SARDJITO YOGYAKARTA …;DF ISMYAMA;Universitas Gadjah Mada;;0;2017;#N/A;j8SEvjWlNXcC;On5zuCgAAAAJ
65;UJI TOKSISITAS SUBKRONIS KANDIDAT VAKSIN INFLUENZA (INF) TERHADAP FUNGSI GINJAL DAN ELEKTROLIT PADA TIKUS GALUR WISTAR;A ICHSANI;Universitas Gadjah Mada;;0;2017;#N/A;35r97b3x0nAC;On5zuCgAAAAJ
66;UJI TOKSISITAS SUBKRONIS PER ORAL EKSTRAK ETANOLIK HERBA PACING (Costus speciosus (Koen.) JE Smith) PADA MENCIT JANTAN GALUR BALB/C TERHADAP PROFIL HEMATOLOGI DAN HISTOPATOLOGI;IINI ULA;Universitas Gadjah Mada;;0;2017;#N/A;evX43VCCuoAC;On5zuCgAAAAJ
67;Evaluasi Kesesuaian Penggunaan Antibiotik Empiris Dan Definitif Pada Pasien Health-Care Associated Pneumonia (HCAP) Rawat Inap di RSUP Dr. Sardjito Yogyakarta;FNK DEWI;Universitas Gadjah Mada;;0;2017;#N/A;kzcrU_BdoSEC;On5zuCgAAAAJ
68;EVALUASI PENGGUNAAN ANTIBIOTIK DAN HUBUNGANNYA DENGAN OUTCOME TERAPI PADA PASIEN BANGSAL PENYAKIT DALAM RSUD WONOSARI;IP Sari, RH Asdie, K Sp PD;Universitas Gadjah Mada;;0;2017;#N/A;W5xh706n7nkC;On5zuCgAAAAJ
69;Evaluasi kesesuaian penggunaan antibiotik terhadap clinical outcome pada pasien leptospirosis di rawat inap RSUP Dr. Sardjito periode 2012-2016;M SARI;Universitas Gadjah Mada;;0;2017;#N/A;_Ybze24A_UAC;On5zuCgAAAAJ
70;Optimasi Formula Kapsul Ekstrak Herba Pacing dengan Variasi Komposisi Bahan Pengisi AvicelÂ® PH 200 dan Bahan Penghancur Amilum Manihot;AN Bestari, IP Sari;Universitas Gadjah Mada;;0;2017;#N/A;UHK10RUVsp4C;On5zuCgAAAAJ
71;Uji Toksisitas Subkronis Kandidat Vaksin Influenza (INF) pada Tikus Galur Wistar: Kajian terhadap Asupan Makanan, Minuman, dan Gejala-gejala Klinis;VN MARIANNA;Universitas Gadjah Mada;;0;2017;#N/A;dQ2og3OwTAUC;On5zuCgAAAAJ
72;UJI TOKSISITAS SUBKRONIS SENYAWA 1-(2, 5-DIHIDROKSIFENIL)-(3-PIRIDIN-2-IL)-PROPENON PADA MENCIT BETINA GALUR SWISS-WEBSTER: STUDI PARAMETER BIOKIMIA DARAH;DA UTAMI;Universitas Gadjah Mada;;0;2017;#N/A;1yQoGdGgb4wC;On5zuCgAAAAJ
73;OPTIMASI FORMULA TABLET EKSTRAK UMBI BENGKUANG (Pachyrrhizus erosus) DENGAN VARIASI KOMPOSISI BAHAN PENGISI AVICEL PH 101 DAN BAHAN PENGHANCUR CROSPOVIDONE;AN Bestari, IP Sari;Universitas Gadjah Mada;;0;2017;#N/A;ZuybSZzF8UAC;On5zuCgAAAAJ
74;OPTIMASI FORMULA KAPSUL EKSTRAK BENGKOANG DENGAN VARIASI KOMPOSISI BAHAN PENGISI LAKTOSA DAN BAHAN PENGHANCUR AMILUM MANIHOT;N FIRDAUSI;Universitas Gadjah Mada;;0;2017;#N/A;WqliGbK-hY8C;On5zuCgAAAAJ
75;Hubungan Kecerdasan Spiritual Dengan Penyesuaian Diri Pada Siswa Yang Tinggal Di Asrama Pelajar SMA IT Nur Hidayah;I Sari, S Asyanti, S Psi, M Jinan, M Ag;Universitas Muhammadiyah Surakarta;;0;2017;#N/A;JoZmwDi-zQgC;On5zuCgAAAAJ
76;"SKKD NO. 1692/UN25. 5.1/TU. 3/2016."" Pengembangan Tablet Hisap Antikolesterol Berbahan Baku Kombinasi Ekstrak Daun Jati Belanda (Guazuma ulmifolia Lamk.) dan Kelopak Bunga …";IP Sari, D Nurahmanto;;;0;2016;#N/A;vRqMK49ujn8C;On5zuCgAAAAJ
77;Formulasi Tablet Hisap Antihiperkolesterol Ekstrak Daun Guazuma Ulmifolia L. Dan Ekstrak Bunga Hibiscus Sabdariffa L.;D Nurahmanto, N Nuri, IP Sari;Pharmacy: Jurnal Farmasi Indonesia;13 (02);0;2016;#N/A;sSrBHYA8nusC;On5zuCgAAAAJ
78;EVALUASI KESESUAIAN ANTIBIOTIK DEFINITIF TERHADAP CLINICAL OUTCOME PADA PASIEN ANAK DENGAN MENINGITIS BAKTERIAL DI BANGSAL RAWAT INAP RSUP Dr. SARDJITO YOGYAKARTA SERTA …;W Yanuar, IP Sari, T Nuryastuti, S MK;Universitas Gadjah Mada;;0;2016;#N/A;BUYA1_V_uYcC;On5zuCgAAAAJ
79;Hubungan antara Ketepatan Penggunaan Obat pada Pasien Usia Lanjut terhadap Efek Samping dan Lama Perawatan di Bangsal Rawat Inap RSUP Dr Kariadi Semarang;W MAHIRSYAH, TM Andayani, IP Sari, MS Apt;Universitas Gadjah Mada;;0;2016;#N/A;2KloaMYe4IUC;On5zuCgAAAAJ
80;Hubungan Rasionalitas Pengobatan dan Outcome Klinis Pasien Diabetes Melitus Tipe 2 Disertai Hipertensi di Poliklinik Penyakit Dalam RSUD Panembahan Senopati Yogyakarta;N FATIMAH, IP Sari;Universitas Gadjah Mada;;0;2016;#N/A;tzM49s52ZIMC;On5zuCgAAAAJ
81;Identifikasi Infeksi Multidrug-Resistant Organisms (MDRO) pada Pasien yang Dirawat di Bangsal Pediatric Intensive Care Unit (PICU) RSUP dr. Soeradji Tirtonegoro Klaten Periode …;F RAHMANTIKA;Universitas Gadjah Mada;;0;2016;#N/A;NJ774b8OgUMC;On5zuCgAAAAJ
82;Evaluassi Toksisitas Nanoemulsi Minyak Atsiri Temu Giring (Curcuma heyneana Val. & v. Zijp) melalui Uji Iritasi Akut Dermal pada Kelinci Albino dan Uji Hemolisis Eritrosit;N KHUMAIDAH, T Hertiani, IP Sari;Universitas Gadjah Mada;;0;2016;#N/A;hkOj_22Ku90C;On5zuCgAAAAJ
83;Aplikasi Model Training-Education-Monitoring-Adherence-Networking (TEMAN) Apoteker dalam Meningkatkan Kualitas Pelayanan Pasien Tuberkulosis di Yogyakarta;NM YASIN;Universitas Gadjah Mada;;0;2016;#N/A;ye4kPcJQO24C;On5zuCgAAAAJ
84;UJI TOKSISITAS SUBKRONIS EKSTRAK HERBA PACING (Costus speciosus (Koen.) JE Smith) PADA MENCIT JANTAN GALUR BALB/C TERHADAP PROFIL KIMIA DARAH DAN URIN;Y KURNIANDARI;Universitas Gadjah Mada;;0;2016;#N/A;LPZeul_q3PIC;On5zuCgAAAAJ
85;EVALUASI KESESUAIAN ANTIBIOTIK DEFINITIF TERHADAP CLINICAL OUTCOME DAN GAMBARAN ANTIBIOGRAM PADA PASIEN ULKUS DIABETIK DI RSUP Dr. SARDJITO YOGYAKARTA;IP Sari, T Nuryastuti, S MK;Universitas Gadjah Mada;;0;2016;#N/A;tS2w5q8j5-wC;On5zuCgAAAAJ
86;EVALUASI KESESUAIAN PENGGUNAAN ANTIBIOTIK EMPIRIS PADA PASIEN COMMUNITY-ACQUIRED PNEUMONIA (CAP) RAWAT INAP DI RSUP Dr. SARDJITO YOGYAKARTA SERTA ANTIBIOGRAMNYA;A PRATAMA;Universitas Gadjah Mada;;0;2016;#N/A;08ZZubdj9fEC;On5zuCgAAAAJ
87;Hepatoprotective Effect of Combination of Curcuma domestica Val and Phyllanthus niruri Linn Against Paracetamol–Induced Liver Damage in Wistar Rats;A Nurrochmad, IP Sari, P Astuti;;;0;2015;#N/A;u_35RYKgDlwC;On5zuCgAAAAJ
88;PENGARUH PEMBERIAN EKSTRAK ETANOLIK HERBA PACING (Costus speciosus (Koen.) JE Smith) TERHADAP PRODUKSI TESTOSTERON INTRATESTIKULER PADA TIKUS JANTAN GALUR SPRAGUE-DAWLEY;AD PARAMITA;Universitas Gadjah Mada;;0;2015;#N/A;-_dYPAW6P2MC;On5zuCgAAAAJ
89;EVALUASI PENGARUH KESESUAIAN TERAPI HIPERTENSI DENGAN GUIDELINE JNC 7 TERHADAP TERCAPAINYA TARGET TEKANAN DARAH PASIEN DI RS PANTI WALUYO SURAKARTA PERIODE JANUARI-DESEMBER 2013;TD ANGGRAINI;Universitas Gadjah Mada;;0;2015;#N/A;ZfRJV9d4-WMC;On5zuCgAAAAJ
90;PENGARUH PEMBERIAN PENGHAMBAT HISTON DEASETILASE SUBEROYLANILIDE HYDROXAMIC ACID (SAHA) SELAMA PRENATAL TERHADAP PERKEMBANGAN ORGAN REPRODUKSI ANAK MENCIT JANTAN YANG DILAHIRKAN;A HUTAMI;Universitas Gadjah Mada;;0;2015;#N/A;tKAzc9rXhukC;On5zuCgAAAAJ
