no;title;author;journal;number;cites;year;cid;pubid;id
18;"RISET TENJANG MINAT DAN PERILAKU KONSUMEN: SEBUAH CATATAN DAN TANTANGAN BAGI PENELITI YANG MENGACU PADA"" THEORY OF REASONED ACTION""";BS Dharmmesta;Journal of Indonesian Economy and Business;7 (1), 39-53;34;1992;6226441562201123509,4199799637017120245;nrtMV_XWKgEC;LVksS_UAAAAJ
19;Manajemen Pemasaran Analisis Perilaku Konsumen, edisi Pertama;BS Dharmmesta, TH Handoko;Penerbit: BPFE, Yogyakarta;;27;2012;15542531785184126703;Z5m8FVwuT1cC;LVksS_UAAAAJ
20;Pergeseran Paradigma dalam Pemasaran: Tinjauan Manajerial dan Perilaku Konsumen;BS Dharmmesta;Kelola;6 (1997);26;1997;588296357601056822;2osOgNQ5qMEC;LVksS_UAAAAJ
21;Keputusan Keputusan Stratejik untuk Mengeksplorasi Sikap dan Perilaku Konsumen;BS Dharmmesta;Journal of Indonesian Economy and Business;12 (3);20;1997;13095023619931338723;4OULZ7Gr8RgC;LVksS_UAAAAJ
22;Pengaruh Ketidakpuasan Konsumen, Karakteristik Produk, dan Kebutuhan Mencari Variasi Terhadap Keputusan Perpindahan Merek;BS Dharmmesta, S Junaidi;Jurnal Ekonomi dan Bisnis Indonesia;17 (1), 91-104;19;2002;13368550835794812521;cFHS6HbyZ2cC;LVksS_UAAAAJ
23;Teknologi informasi dalam pemasaran: implikasi dalam pendidikan pemasaran;BS Dharmmesta;Journal of Indonesian Economy and Business;13 (3);18;1998;16664975903395869410;XD-gHx7UXLsC;LVksS_UAAAAJ
24;Irawan. 2010.“;S Basu;Manajemen Pemasaran Modern;;18;#N/A;15355649537903072072;olpn-zPbct0C;LVksS_UAAAAJ
25;The effect of perceived justice on customer satisfaction in the service recovery context: testing mediating variables;J Ellyawati, BM Purwanto, BS Dharmmesta;Journal of Service Science (Online);5 (2), 87;16;2012;14292179771136339776;_xSYboBqXhAC;LVksS_UAAAAJ
26;Pengantar Bisnis Modern;BS Dharmmesta, I Sukotjo;Yogyakarta: Liberty;;16;1993;3620768069986607683;uWiczbcajpAC;LVksS_UAAAAJ
27;Perilaku konsumen Indoesia tahun 2000;BS Dharmmesta;Kelola;3 (1994);14;1994;685305336516105213;qjMakFHDy7sC;LVksS_UAAAAJ
28;Normative moderators of impulse buying behavior;DJ Negara, BS Dharmmesta;Gadjah Mada International Journal of Business;5 (1), 1-14;13;2003;8796003323390660535;maZDTaKrznsC;LVksS_UAAAAJ
29;Irawan, 2001, Manajemen Pemasaran Modern;S Basu;Liberty. Yogyakarta;;13;#N/A;8547593442751768195;J-pR_7NvFogC;LVksS_UAAAAJ
30;PENGARUH KETIDAKPUASAN KONSUMEN, KARAKTERISTIK KATEGORI PRODUK, DAN KEBUTUHAN MENCARI VARIASI TERHADAP KEPUTUSAN PERPINDAHAN MEREK PROVIDER GSM;LD Faisa;FE UMY;;12;2017;10728218462577656720;P5F9QuxV20EC;LVksS_UAAAAJ
31;DH dan Irawan, 2002;S Basu;Manajemen Pemasaran Modern;;12;#N/A;10582765315068749493;mvPsJ3kp5DgC;LVksS_UAAAAJ
32;RISET KONSUMEN DALAM PENGEMBANGAN TEORI PERILAKU KONSUMEN DAN MAS A DEPANNYA;BS Dharmmesta;Journal of Indonesian Economy and Business;14 (1), 00-00;11;1999;17127048036183316224;9Nmd_mFXekcC;LVksS_UAAAAJ
33;Theory of Planned Behavior: an Aplication to Transport Service Consumers;BS Dharmmesta, U Khasanah;Gadjah Mada International Journal of Business;1 (1999);11;1999;11845244419329308158;M05iB0D1s5AC;LVksS_UAAAAJ
34;Pengantar Bisnis Modern;W Ibnu Sukotjo;Edisi Ketiga, Liberty, Yogyakarta;;10;2001;8432917462227398133,5501775413272502197;kRWSkSYxWN8C;LVksS_UAAAAJ
35;Irawan;BS Dharmmesta;Manajemen Pemasaran Modern;;10;2000;16502004691907336840;p2g8aNsByqUC;LVksS_UAAAAJ
36;Manajemen Pemasaran Analisis Prilaku Konsumen;SD Basu, H Handoko;Yogyakarta: BPFE;;9;1982;10168543207399996959;BwyfMAYsbu0C;LVksS_UAAAAJ
37;Manajemen Pemasaran: Analisa dan Perilaku Konsumen;S Basu, H Handoko;Yogyakarta: BPFE;;8;2010;2895662373677272090;vDijr-p_gm4C;LVksS_UAAAAJ
38;Pengantar Bisnis Modern, Edisi Ketiga;S Basu, I Sukotjo;Liberty Yogyakarta;;8;2007;9918093232345846655;AvfA0Oy_GE0C;LVksS_UAAAAJ
39;Introduction to modern business;S Basu, S Ibn;Yogyakarta: Liberty;;8;2002;7302927702204395553;1qzjygNMrQYC;LVksS_UAAAAJ
40;Antecedents to intention to engage in the online negative word-of-mouth communication;D Mardhiyah, BS Dharmmesta;Gadjah Mada International Journal of Business;15 (2), 113;7;2013;13251463775551520079;dfsIfKJdRG4C;LVksS_UAAAAJ
41;Irawan;S Basu;Manajemen Pemasaran Modern;;7;1985;17806898265055885239;bnK-pcrLprsC;LVksS_UAAAAJ
42;Handoko. 2000;BS Dharmmesta, T Hani;Manajemen Pemasaran: Analisis Perilaku Konsumen;;7;#N/A;15873793920882858851;5ugPr518TE4C;LVksS_UAAAAJ
43;Business relationship framework in Indonesia: relationship marketing vs transaction cost;AA Setyawan, BM Purwanto, BS Dharmmesta, SS Nugroho;Journal of Asia Business Studies;10 (1), 61-77;6;2016;4799434248629171266;kNdYIx-mwKoC;LVksS_UAAAAJ
44;Pengembangan Konsep Jasa Pendidikan Tinggi Berbasis Keinginan Konsumen Potensial;A Risdwiyanto, BS Dharmmesta;Journal of Indonesian Economy and Business;16 (4);6;2001;13822878681531324098;yB1At4FlUx8C;LVksS_UAAAAJ
45;Model of consumer attitude in the activity of cause-related marketing;S Santoso, BS Dharmmesta, BM Purwanto;Mediterranean Journal of Social Sciences;6 (4), 499;5;2015;4682609979433530390;3fE2CSJIrl8C;LVksS_UAAAAJ
46;The effect of source credibility and message framing on consumer risk perceptions with consumer product knowledge as a moderating variable: A literature review;E Soliha, BS Dharmmesta;Educational Research, Volume;3 (2), 108-117;5;2012;16305440953558359465;uWQEDVKXjbEC;LVksS_UAAAAJ
47;Manajemen Pemasaran Analisa Perilaku Konsumen;HT Hani, S Basu;Edisi;;5;2006;448352183366731195;epqYDVWIO7EC;LVksS_UAAAAJ
48;The role of consumer involvement as a moderating variable: The relationship between consumer satisfaction and corporate image on service loyalty;RD Chalil, SD Basu;Journal of Asian Scientific Research;5 (6), 303;4;2015;12809566940381522583;u_35RYKgDlwC;LVksS_UAAAAJ
49;Business Relationship Framework in Emerging Market: A Preliminary Study in Indonesia;AA Setyawan, BS Dharmmesta, BM Purwanto, SS Nugroho;International Journal of Economics and Business Administration;2 (1), 59-72;4;2014;9740563808755423193;hMod-77fHWUC;LVksS_UAAAAJ
50;Model Pengaruh Persepsi akan Toko Ritel Modern pada Pengalaman Berbelanja;H Siringoringo, BS Dharmmesta, T Sugiharto;Jurnal Ilmiah dan Ilmu Ekonomi;;4;2007;16620210612794290687;u9iWguZQMMsC;LVksS_UAAAAJ
51;Azas-azas Marketing, Edisi Ketiga;S Basu;Liberty, Yoyakarta;;4;1996;9614800325535220870;eflP2zaiRacC;LVksS_UAAAAJ
52;An Analysis of Consumer Attitudes Toward the Government Policies Designed to Increase Domestic Brand Consumption in Indonesia;BS Dharmmesta;Thesis Ph, D dalam bidang Marketing, University of Stratfclyde, Glasgow, UK;;4;1992;11421374837434451908;mVmsd5A6BfQC;LVksS_UAAAAJ
53;EXTENDED THEORY OF PLANNED BEHAVIOR AS MODEL OF ANABOLIC ANDROGENIC STEROID USE BY INDONESIAN BODYBUILDERS.;SPS Patiro, BS Dharmmesta, SS Nugroho, B Sutikno;Journal of Indonesian Economy & Business;31 (1);3;2016;18210656169684247832;B3FOqHPlNUQC;LVksS_UAAAAJ
54;Message Framing, Source Credibility, and Consumer Risk Perception with Motivation as Moderating Variable in Functional Food Advertisements;E Soliha, BS Dharmmesta, BM Purwanto, SP Syahlani;American International Journal of Contemporary Research;4 (1), 195-208;3;2014;388001156041676533;9yKSN-GCB0IC;LVksS_UAAAAJ
55;Marketing Theory: Overview of Ontology, Epistemology, and Axiology Aspects;T Handriana, BS Dharmmesta;Information Management and Business Review;5 (9), 463-470;3;2013;9255770629880422861;M3NEmzRMIkIC;LVksS_UAAAAJ
56;Manajemen pemasaran modern;S Assauri;Sumur, Bandung;;3;2003;14453078384005048366;BrmTIyaxlBUC;LVksS_UAAAAJ
57;The role of relationship investment in relationship marketing in nonprofit organizations;T Handriana, B Swastha Dharmmesta, BM Purwanto;International Journal of Management and Marketing Research;8 (2), 53-65;2;2015;8401413956202793575;r0BpntZqJG4C;LVksS_UAAAAJ
58;Perceived justice in service recovery: study of experimental design on Indonesian customers;J Ellyawati, BS Dharmmesta, BM Purwanto, HV Herk;International Journal of Business and Management Studies;2 (2), 511-522;2;2013;5130061120621406531,934049922991019304;VLnqNzywnoUC;LVksS_UAAAAJ
59;Perilaku Mencoba Beli: Sebuah Kajian Analitis Model Bagozzi-Warshaw untuk Panduan Peneliti;BS Dharmmesta;Journal of Indonesian Economy and Business;15 (4), 453-470;2;2000;2098459213768739448;t7zJ5fGR-2UC;LVksS_UAAAAJ
60;Pengantar Bisnis;S Basu, S Ibnu;Edisi Ketiga, Liberty, Yogyakarta;;2;1995;7153979840051746711;URolC5Kub84C;LVksS_UAAAAJ
61;ANALISIS PERSEPSI NILAI PELANGGAN DAN PERSEPSI NILAI PROGRAM TERHADAP KEPUASAN PELANGGAN DAN PENGARUHNYA PADA LOYALITAS PELANGGAN DAN NIAT PEMBELIAN KEMBALI: STUDI FREQUENT …;VM MANU, BS Dharmmesta;Universitas Gadjah Mada;;1;2016;3640876918233800515;PELIpwtuRlgC;LVksS_UAAAAJ
62;Model of Relationship Marketing and Power Asymmetry in Indonesia Retail Industry;AA Setyawan, BS Dharmmesta, BΜ Purwanto, SS Nugroho;International Journal of Economics & Business Administration (IJEBA);2 (4 …;1;2014;14133566695354127972;f2IySw72cVMC;LVksS_UAAAAJ
63;Influence of brand characteristic, company characteristic and trust in a brand toward brand loyalty (study of Tolak Angin Sidomuncul consumer in Yogyakarta);P Pribadi, BS Dharmmesta;JURNAL MANAJEMEN DAN PELAYANAN FARMASI (Journal of Management and Pharmacy …;;1;2011;18211079363508121934;sSrBHYA8nusC;LVksS_UAAAAJ
64;Analisis Terhadap Brand Predictability, Brand Liking, Brand Competence, Brand Reputation, dan Trust in the Company yang Mempengaruhi Loyalitas Merek Konsumen Sepatu Futsal Nike …;GK Andhika;Universitas Gadjah Mada;;1;2011;14769165301527986563;xtRiw3GOFMkC;LVksS_UAAAAJ
65;Analisis pengaruh relationship marketing pada loyalitas mahasiswa MM-UGM Yogyakarta;I MARIANA;Universitas Gadjah Mada;;1;2008;4241275592961037625;2KloaMYe4IUC;LVksS_UAAAAJ
66;Manajemen Pemasaran Analisa Perilaku;BS Dharmmesta, TH Handoko;;;1;2008;7703365326071436816;HDshCWvjkbEC;LVksS_UAAAAJ
67;Segmentasi pasar donatur bagi pasien tidak mampu di Rumah Sakit, Yogyakarta;NPEP ANDAYANI;Universitas Gadjah Mada;;1;2001;10527269309593523155;ns9cj8rnVeAC;LVksS_UAAAAJ
68;Subjective norm vs dogmatism: Christian consumer attitude towards Islamic TV advertising;HM Aji, BS Dharmmesta;Journal of Islamic Marketing;;0;2019;#N/A;vbGhcppDl1QC;LVksS_UAAAAJ
69;Analyzing consumer participation in boycott movement using the analytical hierarchy process: Indonesia context;KA Hendarto, BS Dharmmesta, BM Purwanto, MMM Moeliono;Journal of Islamic Marketing;9 (4), 698-726;0;2018;#N/A;z_wVstp3MssC;LVksS_UAAAAJ
70;ATTITUDE AND PURCHASE INTENTION TOWARDS TEMPE PRODUCERS JOINING THE PROTESTS A Study in Central Java;KA Hendarto, BS Dharmmesta, BM Purwanto, MMM Moeliono;EKUITAS (Jurnal Ekonomi dan Keuangan);20 (1), 18-36;0;2018;#N/A;eQOLeE2rZwMC;LVksS_UAAAAJ
71;ANALISIS LOYALITAS KONSUMEN TERHADAP RETAIL STORE DI BOGOR;L Hartati, BS Dharmmest;JIMFE (Jurnal Ilmiah Manajemen Fakultas Ekonomi);3 (1), 11-43;0;2018;#N/A;uc_IGeMz5qoC;LVksS_UAAAAJ
72;Promoting Young Adults to Perform Energy Saving Behavior through Message Framing: A Lesson Learned from Indonesia;I Fatmawati, BS Dharmmesta, BM Purwanto, SS Nugroho;Academy of Strategic Management Journal;17 (5), 1-20;0;2018;#N/A;0KyAp5RtaNEC;LVksS_UAAAAJ
73;Correlation Analysis Between the Service Quality, Customer Satisfaction, and Customer Loyalty of Viva Generik Pharmacy in Semarang;E Monica, BS Dharmmesta, SP Syahlani;Journal of Pharmaceutical Sciences and Community;14 (2), 86-92;0;2017;#N/A;VOx2b1Wkg3QC;LVksS_UAAAAJ
74;ANALISIS PENGARUH KEADILAN HARGA PADA GETOK TULAR KONSUMEN WANITA UNTUK PEMBELIAN KOSMETIK DI KOTA YOGYAKARTA;F ANANDRA, BS Dharmmesta;Universitas Gadjah Mada;;0;2017;#N/A;tzM49s52ZIMC;LVksS_UAAAAJ
75;Peranan Pemasaran PolitikKandidat dalam Meyakinkan Pemilih pada Pilkada Buton Selatan, Sulawesi Tenggara;D PARDANA, BS Dharmmesta;Universitas Gadjah Mada;;0;2017;#N/A;ZfRJV9d4-WMC;LVksS_UAAAAJ
76;Pengaruh Pengetahuan Mengenai Program Bimbingan Dengan Kurikulum 2013 pada Sikap dan Niat Mengikuti Bimbingan Belajar;RE Puspita, BS Dharmmesta;Universitas Gadjah Mada;;0;2017;#N/A;NJ774b8OgUMC;LVksS_UAAAAJ
77;Analisis Pengaruh Harga, Proses Pemesanan, dan Proses Pemenuhan pada Kepuasan Konsumen Lazada;BS Dharmmesta;Universitas Gadjah Mada;;0;2017;#N/A;uLbwQdceFCQC;LVksS_UAAAAJ
78;PENGARUH SPONSORSHIP OLAHRAGA PADA PENINGKATAN KESADARAN MEREK DAN CITRA MEREK DATSUN SEBAGAI SPONSOR KLUB SEPAKBOLA PERSIB BANDUNG;MY WAHYUD;Universitas Gadjah Mada;;0;2017;#N/A;hkOj_22Ku90C;LVksS_UAAAAJ
79;ANALISIS PENGARUH KUALITAS PELAYANAN DAN CITRA PADA LOYALITAS PASIEN DENGAN KEPUASAN PASIEN SEBAGAI VARIABEL PEMEDIASI SERTA BIAYA BERALIH MEREK SEBAGAI VARIABEL PEMODERASI …;A WICAKSONO;Universitas Gadjah Mada;;0;2017;#N/A;LjlpjdlvIbIC;LVksS_UAAAAJ
80;Analisis Pengaruh Sikap Konsumen Terhadap Iklan Komparatif Produk FOGG dan Iklan Nonkomparatif Produk AXE Black Pada Niat Beli Konsumen;AG PRADITYA;Universitas Gadjah Mada;;0;2017;#N/A;dTyEYWd-f8wC;LVksS_UAAAAJ
81;Green Product Purchasing Phenomenon: Exploring The Gaps Of Theoretical, Methodological And Empirical;RB Tafsir, BS Dharmmesta, SS Nugroho, YA Widyaningsih;Mimbar: Jurnal Sosial dan Pembangunan;32 (2), 372-381;0;2016;#N/A;yD5IFk8b50cC;LVksS_UAAAAJ
82;Pengaruh Harga, Kualitas Pelayanan, Rute dan Waktu Perjalanan, Perpindahan Merek, Pembelian Terpaksa, dan Time Limit pada Keputusan Pembelian Tiket Maskapai Lion Air;R Safitri, BS Dharmmesta;Universitas Gadjah Mada;;0;2016;#N/A;kzcrU_BdoSEC;LVksS_UAAAAJ
83;PENGARUH AMBIENT FACTORS DAN PERSONALITY TRAITS PADA RESPON EMOSI KONSUMEN DAN APPROACH-AVOIDANCE BEHAVIOR: STUDI EKSPERIMENTAL PADA SALON KECANTIKAN X;ATRI SANTI, BS Dharmmesta;Universitas Gadjah Mada;;0;2016;#N/A;_Ybze24A_UAC;LVksS_UAAAAJ
84;ANALISIS KUALITAS JASA INTERNAL GARUDA INDONESIA TRAINING CENTER PADA PELAKSANAAN RECURRENT TRAINING FLIGHT ATTENDANT SENIOR;R INDAH, BS Dharmmesta;Universitas Gadjah Mada;;0;2016;#N/A;ZuybSZzF8UAC;LVksS_UAAAAJ
85;PENGEMBANGAN DAN UJI VALIDITAS DAN RELIABILITAS INSTRUMEN PENILAIAN PROFESIONALISME PESERTA DIDIK PPDS PSIKIATRI;B Santosa;Universitas Gadjah Mada;;0;2016;#N/A;SdhP9T11ey4C;LVksS_UAAAAJ
86;PENGARUH PENGGUNAAN SELEBRITI PENDUKUNG DENGAN CITRA NEGATIF PADA NIAT BELI KONSUMEN;AF JATRA;Universitas Gadjah Mada;;0;2016;#N/A;JoZmwDi-zQgC;LVksS_UAAAAJ
87;ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI KONSUMEN DALAM PENERIMAAN PRODUK REKENING PONSEL BANK CIMB NIAGA;YR KRISTIYONO;Universitas Gadjah Mada;;0;2016;#N/A;tkaPQYYpVKoC;LVksS_UAAAAJ
88;MODEL PERILAKU BINARAGAWAN INDONESIA YANG MENGGUNAKAN ANABOLIC ANDROGENIC STEROID;SPS PATIRO;Universitas Gadjah Mada;;0;2016;#N/A;AXPGKjj_ei8C;LVksS_UAAAAJ
89;Pengaruh Keputusan Pembelian Produk Berlabel Privat;AD SAPUTRA;Universitas Gadjah Mada;;0;2016;#N/A;HE397vMXCloC;LVksS_UAAAAJ
90;ANALISIS KINERJA DISTRIBUSI PRODUK KARTU PRABAYAR SELULER INDOSAT JABODETABEK: STUDI KASUS PADA DISTRIBUTOR KOPINDOSAT;F OETOMO;Universitas Gadjah Mada;;0;2016;#N/A;08ZZubdj9fEC;LVksS_UAAAAJ
91;ANALISIS FAKTOR YANG MEMPENGARUHI KEPUTUSAN PEMBELIAN PADA BISNIS ONLINE MENGGUNAKAN PLATFORM INSTAGRAM;MD Sandra;Universitas Gadjah Mada;;0;2016;#N/A;2P1L_qKh6hAC;LVksS_UAAAAJ
92;ANALISIS PENGARUH SIKAP KONSUMEN TERHADAP IKLAN DALAM JARINGAN, KEMAMPUAN MENGINGAT KEMBALI IKLAN DALAM JARINGAN, DAN FREKUENSI MENGEKLIK IKLAN DALAM JARINGAN PADA KEPUTUSAN …;ABP PUTRA;Universitas Gadjah Mada;;0;2016;#N/A;TFP_iSt0sucC;LVksS_UAAAAJ
93;ANALISIS PENGARU PROMOSI, KUALITAS YANG DIPERSEPSIKAN DAN LOYALITAS MEREK PADA NIAT PEMBELIAN ULANG PRODUK PANASONIC;DWI HARNADI;Universitas Gadjah Mada;;0;2016;#N/A;iH-uZ7U-co4C;LVksS_UAAAAJ
94;Lena Ellitan, Ph. D.(Universitas Widyamandala) Dr. Sumarno Zein, SE,. M. Si.(Universitas Presiden) Ir. John Welly, M. Sc.(ITB) Penyunting Pelaksana dan;P Jawab, P Redaksi;Jurnal Manajemen;15, N0;0;2015;#N/A;ipzZ9siozwsC;LVksS_UAAAAJ
95;The Effects of Signaling Towards Perceived Information Asymmetries Between Entrepreneurs and Crowd Investors;IB SANTOSO, BS Dharmmesta;Universitas Gadjah Mada;;0;2015;#N/A;-_dYPAW6P2MC;LVksS_UAAAAJ
96;PENGARUH PEMASARAN INTERNAL DAN MORAL KOGNITIF PADA KINERJA TENAGA PENJUALAN BISNIS KE BISNIS;SE RIBHAN, M SI, BS Dharmmesta;Universitas Gadjah Mada;;0;2015;#N/A;JQOojiI6XY0C;LVksS_UAAAAJ
97;Consulting Firms In The Digitalization Era: How do digital tools cope with consulting challenges?;MD UTAMI;Universitas Gadjah Mada;;0;2015;#N/A;PR6Y55bgFSsC;LVksS_UAAAAJ
98;ANALISIS PENGARUH CITRA KORPORAT PADA LOYALITAS PELANGGAN APOTEK KIMIA FARMA YOGYAKARTA;FADWI HARTANTO;Universitas Gadjah Mada;;0;2015;#N/A;ye4kPcJQO24C;LVksS_UAAAAJ
99;ANALISIS FAKTOR-FAKTOR PENYEBAB TINGGINYA TINGKAT ABSENTIA VOTER PADA PEMILIHAN UMUM LEGISLATIF 2014 DI PROVINSI DKI JAKARTA;AAD PRATAMA;Universitas Gadjah Mada;;0;2015;#N/A;9vf0nzSNQJEC;LVksS_UAAAAJ
100;ANALISIS FAKTOR KEPUASAN MAHASISWA DAN PERSEPSI KUALITAS MMUGM DALAM PEMBENTUKAN NIAT MELAKUKAN POSITIVE WORD OF MOUTH COMMUNICATION;S UTOMO, BS Dharmmesta;Universitas Gadjah Mada;;0;2015;#N/A;_B80troHkn4C;LVksS_UAAAAJ
101;The Effect of Perceived Organizational Support and Job Satisfaction on Organizational Commitment: Study in Directorate General of Customs and Excise of Republic of Indonesia;AF SYAKIR;Universitas Gadjah Mada;;0;2015;#N/A;eMMeJKvmdy0C;LVksS_UAAAAJ
102;ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI EFEKTIVITAS TENAGA PENJUALANAN PERUSAHAAN FARMASI MILIK ASING DIVISI CONSUMER HEALTH di JAKARTA;SA OKTAVIANI;Universitas Gadjah Mada;;0;2015;#N/A;Mojj43d5GZwC;LVksS_UAAAAJ
103;Dampak Label Peringatan Risiko Kesehatan di Bungkus Rokok pada Niat Berhenti Merokok di Yogyakarta;BS Dharmmesta;Universitas Gadjah Mada;;0;2015;#N/A;XiSMed-E-HIC;LVksS_UAAAAJ
104;ANALISIS HUBUNGAN ANTARA KUALITAS PELAYANAN, KEPUASAN KONSUMEN DAN LOYALITAS KONSUMEN APOTEK VIVA GENERIK DI SEMARANG;EVA MONICA;Universitas Gadjah Mada;;0;2015;#N/A;nb7KW1ujOQ8C;LVksS_UAAAAJ
105;Segmentasi Layanan Perbankan Internet BNI-Yogyakarta;ET SIHOTANG;Universitas Gadjah Mada;;0;2015;#N/A;1sJd4Hv_s6UC;LVksS_UAAAAJ
106;ANALISIS HUBUNGAN SIKAP DAN PERILAKU PENGGUNAAN JASA RAWAT JALAN RUMAH SAKIT PARU DR ARIO WIRAWAN: SEBUAH STUDI YANG DIDASARKAN PADA THEORY OF PLANNED BEHAVIOR;IKAG HAPSARI;Universitas Gadjah Mada;;0;2015;#N/A;EUQCXRtRnyEC;LVksS_UAAAAJ
107;ANALISIS PENGARUH SKEPTISISME KONSUMEN MENGENAI KLAIM HIJAU PADA EKUITAS MEREK HIJAU DAN KEPERCAYAAN HIJAU KENDARAAN LOW COST GREEN CAR (LCGC);AA PALUPY;Universitas Gadjah Mada;;0;2015;#N/A;SeFeTyx0c_EC;LVksS_UAAAAJ
108;THE INFLUENCE OF WORK FAMILY CONFLICT, ORGANIZATION COMMITMENT, AND JOB SATISFACTION ON INTENTION TO QUIT;KC SARI;Universitas Gadjah Mada;;0;2015;#N/A;g5m5HwL7SMYC;LVksS_UAAAAJ
109;PENGARUH RASA BERSALAH DAN PERASAAN YANG MENYEBABKAN RASA BERSALAH PADA SIKAP KONSUMEN TERHADAP IKLAN DAN MEREK HIJAU SERTA NIAT BELI KONSUMEN: SEBUAH STUDI EKSPERIMEN;SE HUSNI HASBULLAH;Universitas Gadjah Mada;;0;2015;#N/A;J_g5lzvAfSwC;LVksS_UAAAAJ
110;Analisis Dampak Sosial Pembangunan Embung (Studi Kasus di Dusun Temuwuh Lor, Balecatur, Gamping, Sleman);ADES RAMADHANI;Universitas Gadjah Mada;;0;2015;#N/A;BqipwSGYUEgC;LVksS_UAAAAJ
111;ANALISIS POLIMORFISME PROMOTER GEN FEROPORTIN (FPN1)-1355G/C DAN STATUS BESIPADA REMAJA PUTRI PONDOK PESANTREN DI YOGYAKARTA;S Wahyuni;Universitas Gadjah Mada;;0;2015;#N/A;NMxIlDl6LWMC;LVksS_UAAAAJ
112;AN INVESTMENT ANALYSIS OF PT GARUDA INDONESIA TBK;R KHUZAINI;Universitas Gadjah Mada;;0;2015;#N/A;JV2RwH3_ST0C;LVksS_UAAAAJ
113;PENGARUH KEADILAN PADA PERILAKU KONSUMSI BERKELANJUTAN DENGAN KELANGKAAN SUMBERDAYA DAN ANONIMITAS INDIVIDU SEBAGAI PEMODERASI DALAM PERSPEKTIF DILEMA SOSIAL;VR PARMONO;Universitas Gadjah Mada;;0;2015;#N/A;L8Ckcad2t8MC;LVksS_UAAAAJ
114;ANALISIS PENEMPATAN DIVISI KREDIT KONSUMEN PADA KANTOR CABANG BANK X DALAM HUBUNGANNYA DENGAN PENGEMBANGAN STRATEGI PERUSAHAAN;I OLOPAN;Universitas Gadjah Mada;;0;2015;#N/A;8k81kl-MbHgC;LVksS_UAAAAJ
