no;title;author;journal;number;cites;year;cid;pubid;id
22;Profil dan motivasi entrepreneur wanita di Yogyakarta;N Indarti, DR Wulandaru;Journal of Indonesian Economy and Business;18 (4);6;2003;15038074508963596670;zYLM7Y9cAGgC;E6E4t0YAAAAJ
23;Impacts of external knowledge and interaction on innovation capability among Indonesian SMEs;N Indarti;International Journal of Business Innovation and Research;13 (4), 430-450;5;2017;4516098835052821805;pyW8ca7W8N0C;E6E4t0YAAAAJ
24;Knowledge management maturity and organizational performance in project-based organizations: Initial evidence from Indonesia;B Hartono, VS Ramadhani, Y Ratnadilla, N Indarti, KH Chai;;2015 IEEE International Conference on Industrial Engineering and Engineering …;5;2015;12738587397814318387;RGFaLdJalmkC;E6E4t0YAAAAJ
25;Sludge removal enterprises in Indonesia: factors affecting entrepreneurial success;JP Kohlitz, R Rostiani, N Indarti, J Murta, J Willetts;Journal of Water, Sanitation and Hygiene for Development;8 (2), 246-256;3;2018;9680640252758048829;XiSMed-E-HIC;E6E4t0YAAAAJ
26;Types of knowledge transferred in family business succession;N Indarti, GH Kusuma;;2016 IEEE International Conference on Industrial Engineering and Engineering …;3;2016;1486830711789444157;HoB7MX3m0LUC;E6E4t0YAAAAJ
27;The Effect of knowledge sources on innovation capabilities among restaurants and café businesses in Indonesia;TLW Utami, N Indarti, S Sitalaksmi, N Makodian;Journal of Indonesian Economy and Business: JIEB.;32 (1), 33-50;2;2017;4987807041107681951;b0M2c_1WBrUC;E6E4t0YAAAAJ
28;Knowledge management maturity and firm's performance: Firm's size as a moderating variable;B Hartono, N Indarti, KH Chai, SR Sulistyo;;2016 IEEE International Conference on Industrial Engineering and Engineering …;2;2016;17971813775100574893;pqnbT2bcN3wC;E6E4t0YAAAAJ
29;How do Indonesian industries perceive university-industry collaboration? Motivations, benefits and problems;NI Indarti, F Wahid;International Journal of Technology Transfer and Commercialisation;10 12 (1 …;2;2013;9592352470616324654;NhqRSupF_l8C;E6E4t0YAAAAJ
30;Does Knowledge Stickiness Affect a Firm’s Innovation Capability? Empirical Evidence From Indonesian Furniture SMEs;N Indarti;Proceedings of the;8th International Conference on Intellectual management;2;#N/A;6628113788654518279;LkGwnXOMwfcC;E6E4t0YAAAAJ
31;A Conceptual Interaction Cycle Between Individual and Group Absorptive Capacity with Social Integration Mechanism and Cohesive Learning Group as Moderating Variables;AS Lukito-Budi, N Indarti;;2018 IEEE International Conference on Industrial Engineering and Engineering …;1;2018;4372870744824664187;xtRiw3GOFMkC;E6E4t0YAAAAJ
32;Effective knowledge management strategy and firm's size: Evidence from Indonesia construction firms;B Hartono, SR Sulistyo, KH Chai, N Indarti;;2017 IEEE International Conference on Industrial Engineering and Engineering …;1;2017;1021997016320444163;1sJd4Hv_s6UC;E6E4t0YAAAAJ
33;Pengaruh Integrasi, Berbagi Informasi, Dan Penundaan Pada Kinerja Rantai Pasokan: Studi Pada USAha Kecil Menengah Batik Di Indonesia;IA Mufaqih, N Indarti, WS Ciptono, A Kartikasari;Jurnal Fakultas Hukum UII;21 (1), 19-36;1;2017;5437926253132211847;rO6llkc54NcC;E6E4t0YAAAAJ
34;The effect of intangible resources on innovation in service firms with the role of absorptive capacity as a moderating variable;A Nanggong, N Indarti;;2016 IEEE International Conference on Management of Innovation and …;1;2016;12737006318252986143;ldfaerwXgEUC;E6E4t0YAAAAJ
35;Underlying Factors of Attitude and Intention Towards Knowledge Sharing Among Employees: the Case of the Hotel Business in Ambon, Indonesia;JR Luturmas, N Indarti;Journal of Indonesian Economy and Business;31 (3), 292-306;1;2016;5155891346435668384;3s1wT3WcHBgC;E6E4t0YAAAAJ
36;Facebook, online social capital, and the rise of nascent entrepreneurs;F Wahid, N Indarti;Recent Trends in Social and Behaviour Sciences;61-66;1;2014;17453908106687355395;9ZlFYXVOiuMC;E6E4t0YAAAAJ
37;Women's involvement in economic opportunities in water, sanitation and hygiene (WASH) in Indonesia: Examining personal experiences and potential for empowerment;N Indarti, R Rostiani, T Megaw, J Willetts;Development Studies Research;6 (1), 76-91;0;2019;#N/A;eJXPG6dFmWUC;E6E4t0YAAAAJ
38;Green Manufacturing’s Adoption by Indonesian SMEs: A Conceptual Model;I Setyaningsih, N Indarti, WS Ciptono;;2018 IEEE International Conference on Industrial Engineering and Engineering …;0;2018;#N/A;Tiz5es2fbqcC;E6E4t0YAAAAJ
39;DETERMINING FACTORS OF FIRM SURVIVABILITY A STUDY OF UNIVERSITY SPIN-OFFS IN INDONESIA;MA Sallatu, N Indarti;Journal of Indonesian Economy and Business;33 (2), 143-167;0;2018;#N/A;tOudhMTPpwUC;E6E4t0YAAAAJ
40;Green Manufacturing Adoption on SME: A review of theories;I Setyaningsih, N Indarti;Proceedings of the International Conference on Industrial Engineering and …;;0;2018;#N/A;eflP2zaiRacC;E6E4t0YAAAAJ
41;Bibliometric analysis of the term'green manufacturing';I Setyaningsih, N Indarti, F Jie;International Journal of Management Concepts and Philosophy;11 (3), 315-339;0;2018;#N/A;nb7KW1ujOQ8C;E6E4t0YAAAAJ
42;Bibliometric analysis of the term'green manufacturing';N Indarti, F Jie, I Setyaningsih;;;0;2018;#N/A;P5F9QuxV20EC;E6E4t0YAAAAJ
43;Pengembangan Model Bisnis PT Aino Indonesia: Penyelenggara Payment Gateway Uang Elektronik;YB FESIDA, N Indarti, CM Sivilokonom;Universitas Gadjah Mada;;0;2017;#N/A;D_sINldO8mEC;E6E4t0YAAAAJ
44;MODEL BISNIS PLATFORM WEBSITE PERNIKAHAN TERINTEGRASI WEMARY;P JATMIKA, N Indarti, CM Sivilkonom;Universitas Gadjah Mada;;0;2017;#N/A;VOx2b1Wkg3QC;E6E4t0YAAAAJ
45;PENGEMBANGAN MODEL BISNIS RESTORAN FAT BUBBLE;G VAGANZA, N Indarti;Universitas Gadjah Mada;;0;2017;#N/A;LPZeul_q3PIC;E6E4t0YAAAAJ
46;PENGEMBANGAN MODEL BISNIS DSEKITAR: PLATFORM INFORMASI BISNIS BERBASIS LOKASI;D FIRMAN, N Indarti, SC Merc;Universitas Gadjah Mada;;0;2017;#N/A;5Ul4iDaHHb8C;E6E4t0YAAAAJ
47;ANALISA MODEL BISNIS PT. HES PERUSAHAAN EVENT ORGANIZER SPESIALIS DALAM INDUSTRI PENERBANGAN;H ABDULLAH, N Indarti, SC Merc;Universitas Gadjah Mada;;0;2017;#N/A;geHnlv5EZngC;E6E4t0YAAAAJ
48;Pengaruh Praktik-Praktik Rantai Pasokan Terhadap Kinerja Rantai Pasokan Studi pada UMKM Batik di Daerah Istimewa Yogyakarta;N Indarti, CM Sivilokonom;Universitas Gadjah Mada;;0;2017;#N/A;vRqMK49ujn8C;E6E4t0YAAAAJ
49;Pengaruh Praktik Manajemen Rantai Pasokan Hijau terhadap Kinerja Rantai Pasokan: Studi pada UKM Manufaktur Makanan di Kota Bandung;RG SANTOS, N Indarti, CM Sivilokonom;Universitas Gadjah Mada;;0;2017;#N/A;K3LRdlH-MEoC;E6E4t0YAAAAJ
50;PERANCANGAN MODEL BISNIS SITUS WEB BERBAGI DOKUMEN KULIAHNET. COM;N Indarti, SC Merc;Universitas Gadjah Mada;;0;2017;#N/A;WbkHhVStYXYC;E6E4t0YAAAAJ
51;Model Bisnis Pembangkit Listrik Tenaga Surya (PLTS) PT. Solusi Energi Persada;RI KUSUMA, N Indarti, SC Merc;Universitas Gadjah Mada;;0;2017;#N/A;p2g8aNsByqUC;E6E4t0YAAAAJ
52;Pengaruh Praktik-Praktik Rantai Pasokan Hijau terhadap Kinerja Rantai Pasokan Studi pada Perusahaan Produsen Makanan di Jakarta;B SULAIMAN, N Indarti, CM Sivilokonom;Universitas Gadjah Mada;;0;2017;#N/A;uWQEDVKXjbEC;E6E4t0YAAAAJ
53;APLIKASI THEORY OF PLANNED BEHAVIOUR, PENGETAHUAN, DAN DEMOGRAFI TERHADAP NIAT BERWIRAUSAHA SISWA SMK OTOMOTIF;A JATMIKO, N Indarti;Universitas Gadjah Mada;;0;2017;#N/A;SP6oXDckpogC;E6E4t0YAAAAJ
54;MODEL BISNIS PLATFORM WISATA TRIPVACANCY. COM;FY PATRIA, N Indarti, SC Merc;Universitas Gadjah Mada;;0;2017;#N/A;UxriW0iASnsC;E6E4t0YAAAAJ
55;PERANCANGAN MODEL BISNIS BATIK TULIS ALAM LAWANG BATIK KUSTOM DI JAKARTA;N Indarti, CM Sivilokonom;Universitas Gadjah Mada;;0;2017;#N/A;CHSYGLWDkRkC;E6E4t0YAAAAJ
56;Mechanisms of intergenerational knowledge transfer among Indonesian family SMEs;GH Kusuma, N Indarti;International Journal of Entrepreneurship and Small Business;31 (4), 475-491;0;2017;#N/A;f2IySw72cVMC;E6E4t0YAAAAJ
57;Panduan Penyusunan Rencana Induk Pengembangan (RIP) Perguruan Tinggi Muhammadiyah/'Aisyiyah (PTMA);N Indarti, T Utami, M Sayuti;Majelis Diktilitbang PP Muhammadiyah;;0;2016;#N/A;zA6iFVUQeVQC;E6E4t0YAAAAJ
58;PENGARUH SUMBERDAYA TAK BERWUJUD PADA INOVASI DI PERUSAHAAN JASA DENGAN PERAN KEMAMPUAN MENYERAP SEBAGAI PEMODERASI Studi Pada Lembaga Bimbingan Belajar di Indonesia;A NANGGONG, N Indarti;Universitas Gadjah Mada;;0;2016;#N/A;8AbLer7MMksC;E6E4t0YAAAAJ
59;Model Bisnis Mobile Application Platform Untuk Rental Mobil;P Ardiansyah, N Indarti, C Sivilokonom;Universitas Gadjah Mada;;0;2016;#N/A;08ZZubdj9fEC;E6E4t0YAAAAJ
60;RENCANA BISNIS PRODUKSI BIOETANOL MEMANFAATKAN LAHAN TAMBANG DALAM KERANGKA TANGGUNG JAWAB SOSIAL DAN LINGKUNGAN PERUSAHAAN;A FARIZA, N Indarti, CM Sivilokonom;Universitas Gadjah Mada;;0;2016;#N/A;l7t_Zn2s7bgC;E6E4t0YAAAAJ
61;Model Bisnis Tutor Bahasa (Sebuah E-Marketplace Perantara Guru dan Murid Dalam Bidang Bahasa;I KHOURI, N Indarti, CM Sivilokonom;Universitas Gadjah Mada;;0;2016;#N/A;738O_yMBCRsC;E6E4t0YAAAAJ
62;Model Bisnis Sulam Bordir ClothingGoes Ethnic by Keraci;R Noviarti, N Indarti, C Sivilikonom;Universitas Gadjah Mada;;0;2016;#N/A;u9iWguZQMMsC;E6E4t0YAAAAJ
63;PENGARUH PRAKTIK-PRAKTIK RANTAI PASOKAN TERHADAP KINERJA RANTAI PASOKAN: Studi pada UKM Batik di Surakarta, Jawa Tengah;IA MUFAQIH, N Indarti, CM Sivilokonom;Universitas Gadjah Mada;;0;2016;#N/A;OU6Ihb5iCvQC;E6E4t0YAAAAJ
64;Elucidating the work-family conflict among Indonesian lecturers in the period of education reform;T Nastiti, M Fang, N Indarti, CHV Chen;International Journal of Management and Enterprise Development;15 (1), 24-42;0;2016;#N/A;RYcK_YlVTxYC;E6E4t0YAAAAJ
65;PERANCANGAN MODEL BISNIS OUTBOUND STUDI PADA RESORT BUMI BATARA;RA PRADANA, N Indarti, CM Sivilokonom;Universitas Gadjah Mada;;0;2015;#N/A;sSrBHYA8nusC;E6E4t0YAAAAJ
66;Maksimisasi Keuntungan Masalah dalam Bauran Produksi PT Trijaya Plastik Utama dengan Programasi Linear;N Indarti, C Sivilekonom;Universitas Gadjah Mada;;0;2015;#N/A;tS2w5q8j5-wC;E6E4t0YAAAAJ
67;Exploring the level of pro-social traits among water and sanitation entrepreneurs in Indonesia;N Indarti, R Rostiani;ICSB World Conference Proceedings;1;0;2015;#N/A;2P1L_qKh6hAC;E6E4t0YAAAAJ
68;Merapi Eruption 2010: An Integrated Approach for Socio-economic Living Recovery;H Utomo, N Indarti;Universitas Gadjah Mada;;0;2015;#N/A;vV6vV6tmYwMC;E6E4t0YAAAAJ
69;FAKTOR-FAKTOR KRITIS KESUKSESAN PROYEK KONSTRUKSI (Studi pada CV Bina Karya);NIMRAI YULIANTARI, N Indarti, SC Merc;Universitas Gadjah Mada;;0;2014;#N/A;B3FOqHPlNUQC;E6E4t0YAAAAJ
70;Analisis Pengelolaan Persediaan Pada Mangrove Grafika Paris Yogyakarta;PA RIZKIANA, N Indarti, SC Merc;Universitas Gadjah Mada;;0;2014;#N/A;4fKUyHm3Qg0C;E6E4t0YAAAAJ
71;What Role for Knowledge Access in Innovation by Small Furniture Manufacturers in Indonesia?;M van Geenhuizen, N Indarti;Value-added Partnering and Innovation in a Changing World;201;0;2009;#N/A;Se3iqnhoufwC;E6E4t0YAAAAJ
72;SETTING THE SCENE;M van Geenhuizen, N Indarti;Value-added partnering and innovation in a changing world;201;0;2008;#N/A;dshw04ExmUIC;E6E4t0YAAAAJ
73;Apakah lokasi Menentukan Kesuksesan Bisnis? Kasus Bisnis Apotek di Yogyakarta dan Surakarta;N Indarti, E Wahyudi, R Chandra;Jurnal Ekonomi dan Bisnis Indonesia;20 (2005);0;2005;#N/A;Y0pCki6q_DkC;E6E4t0YAAAAJ
74;Underlying Dimensions of Location Decision Among Small-Scale Information Technology Enterprises;F Wahid, N Indarti;Jurnal Industrial Research Vol;2 (2), 121-130;0;2003;#N/A;iH-uZ7U-co4C;E6E4t0YAAAAJ
75;Business Location Decision and Business Success;N Indarti;Norwegian School of Economics and Business Administration;;0;2003;#N/A;roLk4NBRz8UC;E6E4t0YAAAAJ
76;ORGANIZATIONAL SPONSORSHIP: BUSINESS INCUBATOR MODEL AND CONCEPTUAL DEFINITION REFINEMENT;K Hayati, N Indarti, A Wibowo;ON ECONOMICS AND BUSINESS;2016, 63;0;#N/A;#N/A;fQNAKQ3IYiAC;E6E4t0YAAAAJ
77;THE CAPACITY TO ACCESS INFORMATION ON INNOVATION AMONG SMALL-AND MEDIUM-SIZED ENTERPRISES IN INDONESIA: A RESOURCE-BASED PERSPECTIVE;M van Geenhuizen, N Indarti;;;0;#N/A;#N/A;eQOLeE2rZwMC;E6E4t0YAAAAJ
