no;title;author;journal;number;cites;year;cid;pubid;id
28;Pengetahuan dan Sikap Pasangan Suami Istri mengenai masalah Kesehatan Reproduksi Perempuan Hubungannya dengan Partisipasi Pria dalam Keluarga Berencana;A Widodo, SA Wilopo, YS Prabandari;Berita kedokteran masyarakat;19 (2003);6;2003;5369947166633352908;UebtZRa9Y70C;mPQuEycAAAAJ
29;Variations in disability and quality of life with age and sex between eight lower income and middle-income countries: data from the INDEPTH WHO-SAGE collaboration;FX Gomez-Olive, J Schröders, I Aboderin, P Byass, S Chatterji, JI Davies, ...;BMJ global health;2 (4), e000508;5;2017;10751310183395412273;EkHepimYqZsC;mPQuEycAAAAJ
30;Keefektivan metode simulasi dan metode brainstorming untuk meningkatkan pengetahuan kesehatan reproduksi remaja;W NorMa, O Emllla, SA Wilopo;Berita kedokteran masyarakat;21 (2005);5;2005;11831056341887727937;kNdYIx-mwKoC;mPQuEycAAAAJ
31;Arah dan implementasi kebijaksanaan program keluarga berencana di Indonesia;SA Wilopo;Populasi;8 (1);5;1997;1967595404062076126;LkGwnXOMwfcC;mPQuEycAAAAJ
32;The relationship of child survival intervention programs to the practice of contraception: a case study in Indonesia.;SA Wilopo, WH Mosley;Baltimore Maryland Johns Hopkins School of Public Health Johns Hopkins …;;5;1993;5011899784291563484;Se3iqnhoufwC;mPQuEycAAAAJ
33;Pendidikan Kesehatan Reproduksi Formal dan Hubungan Seksual Pranikah Remaja Indonesia;AW Pinandari, SA Wilopo, D Ismail;Kesmas: Jurnal Kesehatan Masyarakat Nasional;1 (1);4;2015;18005473960095176205;VL0QpB8kHFEC;mPQuEycAAAAJ
34;Rekomendasi Praktek Terpilih untuk Penggunaan Kontrasepsi;SA Wilopo;Minat Utama Kesehatan Ibu dan Anak—Kesehatan Reproduksi FK UGM. Yogyakarta …;;4;2008;2711853814973563816;VOx2b1Wkg3QC;mPQuEycAAAAJ
35;Efektivitas metode simulasi dan metode Brainstroming dalam peningkatan pengetahuan tentang kesehatan reproduksi remaja di SMPN Pekanbaru;W NORLITA;Universitas Gadjah Mada;;4;2005;8605649901769617299;MXK_kJrjxJIC;mPQuEycAAAAJ
36;Dari Konsep ke Persepsi Wanita terhadap Kualitas Pelayanan Kontrasepsi, Studi Kasus di Yogyakarta;SA Wilopo;Pusat Penelitian Pranata Pembangunan, Universitas Indonesia;;4;1995;10949307387981243599;5Ul4iDaHHb8C;mPQuEycAAAAJ
37;Hasil konferensi kependudukan di kairo: implikasinya pada program kesehatan reproduksi di indonesia;SA Wilopo;Populasi;5 (2);4;1994;13693449797396355710;dshw04ExmUIC;mPQuEycAAAAJ
38;Moralising rhetoric and imperfect realities: breastfeeding promotions and the experiences of recently delivered mothers in urban Yogyakarta, Indonesia;BRM Spagnoletti, LR Bennett, M Kermode, SA Wilopo;Asian Studies Review;42 (1), 17-38;3;2018;13529216405200977313;zLWjf1WUPmwC;mPQuEycAAAAJ
39;Kontribusi agen dan faktor penyebab kejadian luar biasa keracunan pangan di Indonesia: kajian sistematis;RR Arisanti, C Indriani, SA Wilopo;Berita Kedokteran Masyarakat;34 (3), 99-106;3;2018;15249532100956999359;tYavs44e6CUC;mPQuEycAAAAJ
40;Levels, trends and correlates of unmet need for family planning among postpartum women in Indonesia: 2007–2015;SA Wilopo, A Setyawan, AW Pinandari, T Prihyugiarto, F Juliaan, ...;BMC women's health;17 (1), 120;3;2017;2355433931298667268;0KyAp5RtaNEC;mPQuEycAAAAJ
41;Asupan Vitamin D Rendah dan Keparahan Demam Berdarah Dengue pada Anak Usia 1-14 Tahun;N Siyam, SA Wilopo, M Hakimi;Kesmas: National Public Health Journal;9 (1), 87-93;3;2014;7222205358232417782;35N4QoGY0k4C;mPQuEycAAAAJ
42;Estimasi Pengaruh Vaksin DPT pada Kematian Anak Analisis Deskriptif Data Survaians Demografi dan Kematian di Kabupaten Purworejo;SA Wilopo;Berita Kedokteran Masyarakat;24 (3), 139-150;3;2008;10879706076978515968,12727503387063827052;5nxA0vEk-isC;mPQuEycAAAAJ
43;Pencapaian Program Imunisasi Pada Anak Usia 12-23 Bulan Di Kabupaten Purworejo;H Kusnanto, SA Wilopo, A Surjono, H Rusito;Yogyakarta: Fakultas Kedokteran Universitas Gadjah Mada, Yogyakarta dan …;;3;2003;10272323322518746304;geHnlv5EZngC;mPQuEycAAAAJ
44;Assessing the impact of child survival interventions in Indonesia: a new index of health status;SA Wilopo;Johns Hopkins University;;3;1990;16147423986390079797;hqOjcs7Dif8C;mPQuEycAAAAJ
45;SA,(2011). Perilaku makan dengan kejadian sindrom premenstruasi pada remaja;W Nurmiaty;Berita Kedokteran Masyarakat;27 (2), 75-8;3;#N/A;11913845568177283921;q3CdL3IzO_QC;mPQuEycAAAAJ
46;Keluarga Berencana: Buku Pedoman Global untuk Pemberi Layanan;SA Wilopo, RK Harisaputra, FK Chandra, A Dewi;Pusat Kesehatan Reproduksi- Fakultas Kedokteran UGM dan John Hopkins Center …;;2;2015;10452804381732977431;N5tVd3kTz84C;mPQuEycAAAAJ
47;Pengaruh Stigma HIV/AIDS Terhadap Kepatuhan Pemakaian Kondom Pada Pria ODHA;S HASTUTI;Universitas Gadjah Mada;;2;2012;11595238949994306304;f2IySw72cVMC;mPQuEycAAAAJ
48;Hambatan Psikososial dan Niat Keluarga Berencana pada Wanita Unmetneed Kontrasepsi di Indonesia (Analisis Data Sdki 2007);V Triana, SA Wilopo, S Sumarni;Jurnal Kesehatan Masyarakat Andalas;6 (1), 28-35;2;2011;3940270639124922163;j3f4tGmQtD8C;mPQuEycAAAAJ
49;Hubungan Kesenjangan Pilihan Fertilitas dan Relasi Kuasa Suami Istri dengan Unmet Need Keluarga Berencana (KB): Analisis Data SDKI 2007;N Fitriyah;Universitas Gadjah Mada;;2;2011;5389581420312490796;NMxIlDl6LWMC;mPQuEycAAAAJ
50;Kualitas penyuluh keluarga berencana (PKB) dalam memberikan informasi di Kabupaten Kotabaru Kalimantan Selatan:: Studi evaluatif;S Sulistiyani;Universitas Gadjah Mada;;2;2010;9986139159127024696;BwyfMAYsbu0C;mPQuEycAAAAJ
51;Hambatan psikososial dan niat keluarga berencana pada wanita dengan kebutuhan pelayanan kontrasepsi yang tidak terpenuhi (Unmet need) di Indonesia:: Analisis data SDKI 2007;V TRIANA;Universitas Gadjah Mada;;2;2010;7451152574614256429;2P1L_qKh6hAC;mPQuEycAAAAJ
52;Perilaku Ibu Memanfaatkan Pelayanan Kesehatan Selama Hamil dan Penggunaan Kontrasepsi Selama Menyusui;WSA Indrawati, I Djauhar;Berita Kedokteran Masyarakat;23 (4);2;2007;7528899833984086961;ruyezt5ZtCIC;mPQuEycAAAAJ
53;Risiko disfungsi seksual pada perempuan pemakaian kontrasepsi Medroxy Progesterone Acetate di Kabupaten Purworejo;MJA EKARATNI;Universitas Gadjah Mada;;2;2006;1161740720817038933;L8Ckcad2t8MC;mPQuEycAAAAJ
54;Hubungan status pekerjaan ibu dengan kejadian diare pada anak di bawah tiga tahun (Batita) di Indonesia;IS HAYATI;Universitas Gadjah Mada;;2;2005;7422707038450988070;4TOpqqG69KYC;mPQuEycAAAAJ
55;Hubungan perilaku Ibu dalam memanfaatkan pelayanan kesehatan selama kehamilan dengan kepatuhan ibu mengimunisasikan anaknya;N Sofia, SA Wilopo, D Ismail;Berita kedokteran masyarakat;20 (2004);2;2004;10977904485300811555;M3ejUd6NZC8C;mPQuEycAAAAJ
56;Hubungan antara persepsi suami tentang alat kontrasepsi pria dengan penggunaan alat kontrasepsi pria di Kabupaten Bantul;NS Purwanti;Universitas Gadjah Mada;;2;2004;10828551994266441254;3fE2CSJIrl8C;mPQuEycAAAAJ
57;Tingkat Trend dan Deferensial Kematian Bayi dan Anak serta Angka Harapan Hidup di Kabupaten Purworejo;SA Wilopo, H Kusnanto, A Wahab, H Rusito, L Kurniawati;Majalah Kesehatan Masyarakat Indonesia;12, 813-21;2;1998;5745582853130877006;8k81kl-MbHgC;mPQuEycAAAAJ
58;Evaluasi Efektivitas Perawatan Kehamilan Di Kabupaten Purworejo;D Dasuki, M Hakim, SA Wilopo, L Kurniawati;Berita kedokteran masyarakat;13 (1997);2;1997;17170606103708213243;Zph67rFs4hoC;mPQuEycAAAAJ
59;‘I wanted to enjoy our marriage first… but I got pregnant right away’: a qualitative study of family planning understandings and decisions of women in urban Yogyakarta, Indonesia;BRM Spagnoletti, LR Bennett, M Kermode, SA Wilopo;BMC pregnancy and childbirth;18 (1), 353;1;2018;6815895563556967299;M7yex6snE4oC;mPQuEycAAAAJ
60;Multitasking breastfeeding mamas: middle class women balancing their reproductive and productive lives in Yogyakarta, Indonesia;BRM Spagnoletti, LR Bennett, M Kermode, SA Wilopo;Breastfeeding Review;25 (3), 13;1;2017;9600039354758799299;lmc2jWPfTJgC;mPQuEycAAAAJ
61;Determining the Cause of Death: Mortality Surveillance Using Verbal Autopsy in Indonesia;A Wahab, I Choiriyyah, SA Wilopo;The American journal of tropical medicine and hygiene;97 (5), 1461-1468;1;2017;9295156694208928901;nrtMV_XWKgEC;mPQuEycAAAAJ
62;Ketersediaan sumber daya kesehatan dan kebutuhan KB tidak terpenuhi (unmeet need): analisis tingkat provinsi;L Ariyanti, D Dasuki, SA Wilopo;Berita Kedokteran Masyarakat;33 (1), 49-54;1;2016;7249273761934212880;SdhP9T11ey4C;mPQuEycAAAAJ
63;Predictors of premarital sexual initiation on adolescents in Bali: a longitudinal study;Y Rahyani, A Utarini, SA Wilopo, M Hakimi;BMC public health;14 (1), O25;1;2014;7479980261621123008;M05iB0D1s5AC;mPQuEycAAAAJ
64;Persepsi terhadap Ukuran Tubuh dengan Status Gizi Remaja Putri di Kota Palangka Raya;C Aprilianti;Jurnal Info Kesehatan;11 (2), 478-488;1;2013;13131638864107294421;xtRiw3GOFMkC;mPQuEycAAAAJ
65;Maternal Mortality in West Sumatera Province: An Analysis of the Impact of Quality of Midwifery Care in the Hospital;E Hasnita, M HAKIMI, SA Wilopo, O Emilia;Aporia;5 (4), 5-17;1;2013;9084947842286981752;9Nmd_mFXekcC;mPQuEycAAAAJ
66;hubungan penyediaan sumber daya pelayanan KB dengan unmet need di Indonesia (analisis tingkat provinsi);I YULIKAH;Universitas Gadjah Mada;;1;2011;9687466651967246806;dfsIfKJdRG4C;mPQuEycAAAAJ
67;Vaksin Rotavirus: Apakah Sudah Waktunya Dimasukkan dalam Program Imunisasi Nasional di Indonesia?;SA Wilopo;Jurnal Manajemen Pelayanan Kesehatan;12 (02);1;2009;605641847928847366;XiVPGOgt02cC;mPQuEycAAAAJ
68;Peran audit antenatal care (ANC) dalam meningkatkan kualitas pelayanan bidan puskesmas di Kota Surakarta;D WINARNI;Universitas Gadjah Mada;;1;2009;13575218247239459505;KxtntwgDAa4C;mPQuEycAAAAJ
69;Pengaruh jaminan pembiayaan kesehatan terhadap pemanfaatan tenaga kesehatan dalam pertolongan persalinan di Kabupaten Bulungan;JF RUNDUPADANG;Universitas Gadjah Mada;;1;2009;1250852475170684249;_kc_bZDykSQC;mPQuEycAAAAJ
70;Koping istri dalam merespon kegagalan terapi infertilitas di RSUP Dr. Sardjito Yogyakarta;A SIGAR;Universitas Gadjah Mada;;1;2008;7472352670078640043;ldfaerwXgEUC;mPQuEycAAAAJ
71;Perbandingan efektivitas metode partisipatif dengan nformatif dalam meningkatkan pengetahuan dan sikap ibu tentang diare anak balita;S Ishak, D Ismail, SA Wilopo;Berita kedokteran masyarakat;21 (2005);1;2005;8854328745322293185;u_35RYKgDlwC;mPQuEycAAAAJ
72;Evaluasi pelaksanaan program penggunaan kondom seratus persen pada para pelacur di wilayah Bolong dan Parangkusumo Kabupaten Bantul;H Us, SA Wilopo;Text;;1;2004;13843463666151419636;HE397vMXCloC;mPQuEycAAAAJ
73;Dampak Resesi Ekonomi pada Penurunan Kematian dan Peningkatan Angka Harapan Hidup di Indonesia;SA Wilopo;Populasi;9 (1);1;1998;15864542165558333051;KlAtU1dfN6UC;mPQuEycAAAAJ
74;Transisi Demografi dan Pembangunan Berkelanjutan;AW Siswanto;Dalam POPULASI;6 (1), 19-37;1;1995;10518358932494536445;fQNAKQ3IYiAC;mPQuEycAAAAJ
75;Penduduk Usia Lanjut Sebagai Konsekuensi DemograflsAkebat Peningkatan Harapan Hedup;SA Wilopo;Berita kedokteran masyarakat;11 (1995);1;1995;10301180495080870996;aqlVkmm33-oC;mPQuEycAAAAJ
76;Measurement of Overall and Cause-Specific Mortality in Infants and Children-Memorandum from a WHO Unicef Meeting;R Bairagi, RE Black, J Blacker, T Boerma, U Dalessandro, PH David, ...;Bulletin of the World Health Organization;72 (5), 707-713;1;1994;2261917031281110913;hCrLmN-GePgC;mPQuEycAAAAJ
77;Implikasi Kebijaksanaan Proses Transis Demografi Epidemiologi Dan Kesehatan Di Indonesia;SA Wilopo;Berita kedokteran masyarakat;10 (1994);1;1994;35227105952621769;ULOm3_A8WrAC;mPQuEycAAAAJ
78;Estimated Birth Weight by current Weight-and Age During the First Five Days of Life;SA Wilopo, M Hakimi, A Surjono;Paediatrica Indonesiana;33 (3-4), 64-7;1;1993;10194315586452486072;HbR8gkJAVGIC;mPQuEycAAAAJ
79;KARAKTERISTIK AKSEPTOR DAN POLA DISKONTINUITAS KONTRASEPSI MODERN: ANALISIS DATA SDKI 2012;I Arifah, S Sukamdi, SA Wilopo;Proceeding of The URECOL;72-79;0;2019;#N/A;XoXfffV-tXoC;mPQuEycAAAAJ
80;‘The final decision is with the patient’: reproductive modernity and preferences for non-hormonal and non-biomedical contraceptives among postpartum middle class women in …;BRM Spagnoletti, LR Bennett, M Kermode, SA Wilopo;Asian Population Studies;1-21;0;2019;#N/A;ClCfbGk0d_YC;mPQuEycAAAAJ
81;Position and Chance of Indonesia Family Planing to Achieve RPJMN 2015-2019 and FP2020 Targets;AW Pinandari, SA Wilopo;Jurnal Kesehatan Masyarakat;14 (1), 90-98;0;2018;#N/A;xtoqd-5pKcoC;mPQuEycAAAAJ
82;PREVALENCE AND PATTERN OF UTERINE BLEEDING AMONG BREASTFEEDING WOMEN USING PROGESTERONE-ONLY PILLS;PD Ratrikaningtyas, D Rosdiana, SA Wilopo;Public Health of Indonesia;4 (3), 100-107;0;2018;#N/A;oNZyr7d5Mn4C;mPQuEycAAAAJ
83;Declining age at menarche in Indonesia: a systematic review and meta-analysis;A Wahab, SA Wilopo, M Hakimi, D Ismail;International Journal of Adolescent Medicine and Health;;0;2018;#N/A;i2xiXl-TujoC;mPQuEycAAAAJ
84;Clinical epidemiology and risk factors for survival rate for high-grade glioma patients treated at the National Cancer Centre Hospital, Dharmais, Jakarta, Indonesia;RA Hendrojogi, SA Wilopo;Neuro-Oncology;20 (3), iii261;0;2018;#N/A;e_rmSamDkqQC;mPQuEycAAAAJ
85;Fundamentals of Hypothesis Testing: One-Sample Tests;SA Wilopo;Universitas Gadjah Mada;;0;2017;#N/A;Dip1O2bNi0gC;mPQuEycAAAAJ
86;Method Information Index Dan Penggunaan Metode Kontrasepsi Hormonal Jangka Pendek Pada Wanita Usia Di Atas 35 Tahun (Analisis Data Performance Monitoring And Accountability 2020);B Widitia A, SA Wilopo, M Hakimi;Program Studi S;S2 Ilmu Kesehatan Masyarakat, Fakultas Kedokteran UGM;0;2017;#N/A;foquWX3nUaYC;mPQuEycAAAAJ
87;Prognostic factors for the time from primary diagnosis to development of brain metastases in patients with breast cancer in Indonesia;RA Hendrojogi, SA Wilopo, T Aryandono, S Wibowo;Neuro-Oncology;19 (3), iii103;0;2017;#N/A;-FonjvnnhkoC;mPQuEycAAAAJ
88;KAJIAN SISTEMATIS AGEN DAN FAKTOR YANG BERKONTRIBUSI TERHADAP KEJADIAN LUAR BIASA (KLB) KERACUNAN PANGAN DI INDONESIA TAHUN 2000-2015;SA Wilopo;Universitas Gadjah Mada;;0;2017;#N/A;L7CI7m0gUJcC;mPQuEycAAAAJ
89;N-TERMINAL PRO B-TYPE NATRIURETIC PEPTIDE (NTPROBNP) SEBAGAI FAKTOR PREDIKTIF UNTUK DETEKSI DINI GAGAL JANTUNG PADA PASIEN KANKER PAYUDARA YANG MENDAPATKAN KEMOTERAPI;SA Wilopo, BY Setianto;Universitas Gadjah Mada;;0;2017;#N/A;EYYDruWGBe4C;mPQuEycAAAAJ
90;INTENSI FERTILITAS WANITA USIA SUBUR DAN KEHAMILAN TIDAK DIINGINKAN DI INDONESIA ANALISIS PERFORMANCE MONITORING AND ACCOUNTABILITY 2020;SA Wilopo, FST Dewi;Universitas Gadjah Mada;;0;2017;#N/A;vbGhcppDl1QC;mPQuEycAAAAJ
91;Ketersediaan Tenaga Terlatih dan Penggunaan Metode Kontrasepsi Jangka Panjang Reversibel: Analisis Data Performance Monitoring and Accountability 2020;SA Wilopo, D Dasuki;Universitas Gadjah Mada;;0;2017;#N/A;4MWp96NkSFoC;mPQuEycAAAAJ
92;MODEL KONSELING PENCEGAHAN MALARIADALAM KEHAMILAN DI PUSKESMAS KABUPATEN JAYAPURA PAPUA;E RUMASEB;Universitas Gadjah Mada;;0;2017;#N/A;Z5m8FVwuT1cC;mPQuEycAAAAJ
93;Waktu Layanan Keluarga Berencana dan Penggunaan Kontrasepsi di Pusat Kesehatan Masyarakat (Analisis data Performance Monitoring and Accountability 2020);A HARDIANTI;Universitas Gadjah Mada;;0;2017;#N/A;BUYA1_V_uYcC;mPQuEycAAAAJ
94;KUALITAS LINGKUNGAN PELAYANAN KELUARGA BERENCANA DAN PENGGUNAAN METODE KONTRASEPSI MODERN DI TINGKAT KABUPATEN (ANALISIS DATA PERFORMANCE MONITORING AND ACCOUNTABILITY 2020);YW HARAHAP;Universitas Gadjah Mada;;0;2017;#N/A;URolC5Kub84C;mPQuEycAAAAJ
95;ANALISIS PELAKSANAAN KEBIJAKAN PROGRAM KELUARGA BERENCANA (KB): STUDI KASUS DI KABUPATEN MALINAU;P BAWING;Universitas Gadjah Mada;;0;2017;#N/A;uWiczbcajpAC;mPQuEycAAAAJ
96;Analisis pelaksanaan kebijakan program keluarga berencana: studi kasus di Malinau;P Bawing, RS Padmawati, SA Wilopo;Berita Kedokteran Masyarakat;33 (12), 615-622;0;2017;#N/A;ipzZ9siozwsC;mPQuEycAAAAJ
97;PENGARUH KEPEMILIKAN ASURANSI KESEHATAN TERHADAP PEMBIAYAAN ALAT KONTRASEPSI WANITA USIA SUBUR DI INDONESIA (ANALISIS DATA PERFORMANCE MONITORING AND ACCOUNTABILITY 2020 TAHUN …;N SYARIFAH;Universitas Gadjah Mada;;0;2017;#N/A;XD-gHx7UXLsC;mPQuEycAAAAJ
98;Pengaruh kepemilikan asuransi kesehatan terhadap pola pembiayaan alat kontrasepsi wanita usia subur di Indonesia: Analisis Data Performance Monitoring and Accountability 2020 …;N Syarifah, SA Wilopo, Sukamdi;KONAS IAKMI XIII: Masyarakat Hidup Sehat dan Bahagia dalam Mencapai Sasaran …;;0;2016;#N/A;NJ774b8OgUMC;mPQuEycAAAAJ
99;Perubahan pola perdarahan haid dan sakit kepala sebagai efek samping yang paling banyak dialami ibu menyusui pengguna kontrasepsi pop (progesteron - only pills);PD Ratrikaningtyas, D Rosdiana, SA Wilopo;KONAS IAKMI XIII: Masyarakat Hidup Sehat dan Bahagia dalam Mencapai Sasaran …;;0;2016;#N/A;_Ybze24A_UAC;mPQuEycAAAAJ
100;Indonesia: Menilai Posisi Kita di FP 2020;AW Pinandari, SA Wilopo;KONAS IAKMI XIII: Masyarakat Hidup Sehat dan Bahagia dalam Mencapai Sasaran …;;0;2016;#N/A;JQOojiI6XY0C;mPQuEycAAAAJ
101;Posisi dan Peluang KB Indonesia Untuk Target RPJMN 2015-2019 dan FP 2020: Akankah Tercapai?;AW Pinandari, SA Wilopo;KONAS IAKMI XIII: Masyarakat Hidup Sehat dan Bahagia dalam Mencapai Sasaran …;;0;2016;#N/A;UHK10RUVsp4C;mPQuEycAAAAJ
102;Peran pengambilan keputusan dalam pemilihan metode kontrasepsi jangka panjang di indonesia (Analisis Data Performance Monitoring and Accountability 2020;IGAA Mahendra, SA Wilopo, Sukamdi;KONAS IAKMI XIII: Masyarakat Hidup Sehat dan Bahagia dalam Mencapai Sasaran …;;0;2016;#N/A;dQ2og3OwTAUC;mPQuEycAAAAJ
103;Ketersediaan tenaga terlatih dan penggunaan metode kontrasepsi jangka panjang reversibel: Analisa data Performance Monitoring and Accountability 2020;MAE Fahrudin, SA Wilopo, D Dasuki;KONAS IAKMI XIII: Masyarakat Hidup Sehat dan Bahagia dalam Mencapai Sasaran …;;0;2016;#N/A;PR6Y55bgFSsC;mPQuEycAAAAJ
