no;title;author;journal;number;cites;year;cid;pubid;id
36;Camouflaging economic development agendas with forest conservation narratives: A strategy of lower governments for gaining authority in the re-centralising Indonesia;SM Fatem, SA Awang, S Pudyatmoko, MAK Sahide, AA Pratama, ...;Land use policy;78, 699-710;5;2018;11255002455928310418;dBIO0h50nwkC;fgmnIhkAAAAJ
37;An Innovative Policy For Rural Development? Rethinking Barriers to Rural Communities Earning Their Living from Forests in Indonesia;A Maryudi;Jurnal Ilmu Kehutanan;8 (1), 50-64;5;2014;12975786141533760569;-f6ydRqryjwC;fgmnIhkAAAAJ
38;Renting legality: How FLEGT is reinforcing power relations in Indonesian furniture production networks;A Maryudi, R Myers;Geoforum;97, 46-53;4;2018;11865136819197323498;mNrWkgRL2YcC;fgmnIhkAAAAJ
39;Konflik Tata Ruang Kehutanan Dengan Tata Ruang Wilayah (Studi Kasus Penggunaan Kawasan Hutan Tidak Prosedural Untuk Perkebunan Sawit Provinsi Kalimantan Tengah);EN Setiawan, A Maryudi, RH Purwanto, G Lele;BHUMI: Jurnal Agraria dan Pertanahan;3 (1), 51-66;4;2017;14819577961437045400;abG-DnoFyZgC;fgmnIhkAAAAJ
40;Creating New Forest Governance Structure for the 12.7 Million-Promise;A Maryudi;Jurnal Ilmu Kehutanan;11 (1), 1-3;4;2017;6604033635021621861;yD5IFk8b50cC;fgmnIhkAAAAJ
41;Beyond good wood: Exploring strategies for small-scale forest growers and enterprises to benefit from legal and sustainable certification in Indonesia;A Maryudi, AA Nawir, P Sumardamto, DA Sekartaji, E Soraya, T Yuwono, ...;Journal of Agriculture and Rural Development in the Tropics and Subtropics …;;4;2017;16610295129140740874;rO6llkc54NcC;fgmnIhkAAAAJ
42;The Context of Natural Forest Management and FSC Certification in Indonesia;C Romero, FE Putz, MR Guariguata, EO Sills, A Maryudi, Ruslandi;http://dx.doi.org/;/10.17528/cifor/005653;4;2015;1841126652410269316;8d8msizDQcsC;fgmnIhkAAAAJ
43;Politics within Markets: Convergence and divergence in Indonesian and Malaysian forest certification governance;A Maryudi;Canberra: School of Resources, Environment and Society, the Australian …;;4;2005;1814194235195475896;IWHjjKOFINEC;fgmnIhkAAAAJ
44;“We are just cheerleaders”: Youth's views on their participation in international forest-related decision-making fora;SAW Yunita, E Soraya, A Maryudi;Forest Policy and Economics;88 (C), 52-58;3;2018;10633832324399722163;lmc2jWPfTJgC;fgmnIhkAAAAJ
45;Rejim Politik Kehutanan Internasional;A Maryudi;UGM Press;;3;2015;9233606066744434995;4OULZ7Gr8RgC;fgmnIhkAAAAJ
46;Tipologi dan Kerawanan Korupsi Sektor Kehutanan di Indonesia;EN Setiawan, A Maryudi, RH Purwanto, G Lele;Jurnal Ilmu Kehutanan;11 (2), 142-155;2;2017;10992595876585602766;tYavs44e6CUC;fgmnIhkAAAAJ
47;Forest Matters: Analysis on the contemporary forest- and forest-related policy in Indonesia;A Maryudi;Optimus Verlag;;2;2011;8209650579410899834;dfsIfKJdRG4C;fgmnIhkAAAAJ
48;Indonesia’s forest moratorium: A decent deal for palm oil;A Maryudi;BioRes - Trade and Environment;5 (2), 15-16;2;2011;14327459014292464883;fPk4N6BV_jEC;fgmnIhkAAAAJ
49;Research trend: Hidden diamonds – The values and risks of online repository documents for forest policy and governance analysis;S Rahayu, D Laraswati, AA Pratama, DB Permadi, MAK Sahide, ...;Forest Policy and Economics;100, 254-257;1;2019;10016758470139414237;cWzG1nlazyYC;fgmnIhkAAAAJ
50;The ethno-techno-conservation approach in the utilization of Black Fruit (Haplolobus sp.) by the Wandamen ethnic of Papua, Indonesia;A Ungirwalu, SA Awang, P Suryanto, A Maryudi;Biodiversitas;18 (4), 1336-1343;1;2017;13738046946299428946;xtRiw3GOFMkC;fgmnIhkAAAAJ
51;Getting the Data Flowing: Lessons Learned from Existing Reporting Systems in the Forestry Sector in Indonesia for REDD+ MRV;AV Praputra, IW Bong, D Ekowati, C Hofstee, A Maryudi;Plos One;11 (11), 1-17;1;2016;6463871485495811379;pqnbT2bcN3wC;fgmnIhkAAAAJ
52;Assessing carbon pool of forest plantation to support REDD+ implementation in Indonesia;GO Widhanarto, RH Purwanto, A Maryudi, Senawi;AIP Conference Proceedings;1755 (1), 130008;1;2016;8837992615754295517;nZcligLrVowC;fgmnIhkAAAAJ
53;Paradoxes of community forestry: Formal devolution covering informal expansion of State control—Cases from Nepal and Indonesia;R Devkota, A Maryudi, M Krott;Proceedings of the Taking Stock of Smallholder and Community Forestry: Where …;;1;2010;5541742282891814271;WF5omc3nYNoC;fgmnIhkAAAAJ
54;Strategi Sertifikasi Pengelolaan Hutan Rakyat Lestari;A Maryudi;Jurnal Fakultas Kehutanan, Universitas Gadjah Mada;93 (4), 6-10;1;2005;11536981291789585524;HbR8gkJAVGIC;fgmnIhkAAAAJ
55;Finding alternatives of livelihood sources for forest dependent communities in protected areas: a case study of Sebangau National Park, Central Kalimantan Province, Indonesia;MM Meilani, R Thwaites, D Race, W Andayani, LRW Faida, A Maryudi;IOP Conference Series: Earth and Environmental Science;285 (1), 012005;0;2019;#N/A;GFxP56DSvIMC;fgmnIhkAAAAJ
56;Implikasi Perizinan Sektor Berbasis Lahan Terhadap Kondisi Kawasan Hutan Di Provinsi Riau;S Suprapto, A Maryudi, W Wardhana;EnviroScienteae;15 (1), 95-106;0;2019;#N/A;r_AWSJRzSzQC;fgmnIhkAAAAJ
57;Mempertentangkan atau Mempersatukan? Pembelajaran dari Terbitnya Kebijakan Pinjam Pakai Kawasan Hutan di Indonesia;S Suprapto, A Maryudi, W Wardhana;Jurnal Ecogreen;5 (1), 1-11;0;2019;#N/A;Ehil0879vHcC;fgmnIhkAAAAJ
58;Kontestasi Aktor dalam Proses Revisi Rencana Tata Ruang Provinsi (RTRWP) di Indonesia (Studi Kasus: Revisi RTRW Provinsi Riau);S Suprapto, SA Awang, A Maryudi, W Wardhana;Jurnal Wilayah dan Lingkungan;6 (3);0;2018;#N/A;HtS1dXgVpQUC;fgmnIhkAAAAJ
59;Achieving sustainable ese of environment: a framework for payment for protected forest ecosystem service;A Widicahyono, SA Awang, A Maryudi, MA Setiawan, AU Rusdimi, ...;IOP Conference Series: Earth and Environmental Science;148 (1), 012019;0;2018;#N/A;4vMrXwiscB8C;fgmnIhkAAAAJ
60;Shifting contestation into cooperation: Strategy to incorporate different interest of actors in medicinal plants in Meru Betiri National Park, Indonesia (vol 83, pg 162, 2017);DR Nurrochmat, IA Nugroho, Hardjanto, A Purwadianto, A Maryudi, ...;FOREST POLICY AND ECONOMICS;85, 216-216;0;2017;#N/A;HeT0ZceujKMC;fgmnIhkAAAAJ
61;Hutan Rakyat: Merangkai Fakta dan Mengurai Mitos;A Maryudi, AA Nawir;Hutan Rakyat di Simpang Jalan;1-17;0;2017;#N/A;FAceZFleit8C;fgmnIhkAAAAJ
62;Hutan Rakyat di Simpang Jalan;A Maryudi, AA Nawir;Hutan Rakyat di Simpang Jalan;;0;2017;#N/A;tuHXwOkdijsC;fgmnIhkAAAAJ
63;A Systematic Protocol for Mapping Forest Governance Research in Indonesia;EI Rahayu, SA Subrata, A Maryudi;Asian Journal of Agriculture and Development;15 (1362-2018-4975), 109;0;2015;#N/A;a3BOlSfXSfwC;fgmnIhkAAAAJ
