no;title;author;journal;number;cites;year;cid;pubid;id
65;Urban Energy Scenario: the Case of Kathmandu Valley;MEI Shrestha, J Sartohadi, MK Ridwan, DR Hizbaron;Journal of Engineering and Technological Sciences;49 (2), 210-224;1;2017;10926040098780192248;Y5dfb0dijaUC;jZ6odzcAAAAJ
66;Erosi Pantai, Ekosistem Hutan Bakau dan Adaptasi Masyarakat Terhadap Bencana Kerusakan Pantai Di negara Tropis (Coastal Erosion, Mangrove Ecosystems and Community Adaptation to …;AA Akbar, J Sartohadi, TS Djohan, S Ritohardoyo;Jurnal Ilmu Lingkungan;15 (1), 1-10;1;2017;1564183747019124479;bnK-pcrLprsC;jZ6odzcAAAAJ
67;The Development of Interpretataion Method For Remote Sensing Imagery In Determining The Candidate of Landslide In Leitimur Paninsula, Ambon Island;F Puturuhu, P Danoedoro, J Sartohadi, D Srihadmoko;Jurnal Ilmu Lingkungan Undip;15 (1), 20-34;1;2017;10613214256250916920;5ugPr518TE4C;jZ6odzcAAAAJ
68;DEBRIS FLOW SUSCEPTIBILITY ANALYSIS BASED ON LANDSLIDE INVENTORY AND RUN-OUT MODELLING IN MIDDLE PART OF KODIL WATERSHED, CENTRAL JAVA, INDONESIA;F Ulfa;Universitas Gadjah Mada;;1;2017;14115464614471527518;evX43VCCuoAC;jZ6odzcAAAAJ
69;Bioactive compound from mangoes leaves extract as potential soil bioherbicide to control amaranth weed (Amaranthus spinosus Linn.);R Syahri, E Widaryanto, KP Wicaksono;Journal of Degraded and Mining Lands Management;4 (3), 829;1;2017;2627844462915613893;SdhP9T11ey4C;jZ6odzcAAAAJ
70;Landsat Image Analysis for Open Spaces Change Monitoring to Temperature Changes in Semarang City;SB Nugraha, WABN Sidiq, F Hanafi;lst International Cohference on Geography and Education (ICGE;2016);1;2016;3463347584903087917;1yQoGdGgb4wC;jZ6odzcAAAAJ
71;Penilaian Perkembangan Tanah di Lereng Gunungapi Ijen Berdasarkan Pendekatan Pedogeomorfologi;P Joyontono, J Sartohadi;Jurnal Bumi Indonesia;5 (2);1;2016;18008725980440989301;fEOibwPWpKIC;jZ6odzcAAAAJ
72;Penilaian Kesehatan Tanah untuk Penentuan Prioritas Konservasi Tanah di DAS Bendo, Kompleks Gunungapi Ijen, Kabupaten Banyuwangi, Provinsi Jawa Timur;A Fidiashtry;Universitas Gadjah Mada;;1;2016;14903987587963537813;mvPsJ3kp5DgC;jZ6odzcAAAAJ
73;Membangun Metode Identifikasi Longsor Berbasis Foto Udara Format Kecil di DAS Bompon, Magelang, Jawa Tengah;H Masruroh, J Sartohadi;Universitas Gadjah Mada;;1;2016;6464882478018727828;geHnlv5EZngC;jZ6odzcAAAAJ
74;Sebuah Dilema Pertanian Organik Terkait Emisi Metan (a Dilemma on Organic Farming in Relation to Methane Emission);E Panjaitan, D Indradewa, E Martono, J Sartohadi;Jurnal Manusia dan Lingkungan;22 (1), 66-72;1;2015;8289523992664579491;u_35RYKgDlwC;jZ6odzcAAAAJ
75;Spatial model for ground water conservation based on landform approach in the Southern Flank of Merapi Vulcano;B Hargono, J Sartohadi, M Pramonohadi, B Setiawan;J. Geogr. Earth Sci;2, 1-20;1;2014;2985537348058516398;eMMeJKvmdy0C;jZ6odzcAAAAJ
76;Combining GIS and DDA for preliminary rockfall risk assessment in Gunung Kelir area Yogyakarta Indonesia;G Samodra, G Chen, L Zheng, Y Zhang, K Kasama, J Sartohadi, ...;Proceedings of the;11th International Conference on Analysis of …;1;2013;5737653465333276899;aqlVkmm33-oC;jZ6odzcAAAAJ
77;Geomorphological analysis on the earthquake damage pattern: a case study of 2006 earthquake in Bantul, Yogyakarta, Indonesia;DW Nurwihastuti, J Sartohadi;Text;;1;2013;11489091226571043794;zA6iFVUQeVQC;jZ6odzcAAAAJ
78;Application of supervised landform classification of 9-unit slope model for preliminary rockfall risk analysis in Gunung Kelir, Java;G SAMODRA, J SARTOHADI, G CHEN, K KASAMA;Java (pp. O-;-8-1–O-8-4), Geo morphometry. org;1;2013;8229807253425297251;KlAtU1dfN6UC;jZ6odzcAAAAJ
79;Evaluation of volcanic risk management in Merapi and Bromo Volcanoes;S Bachri, J Stöetter, J Sartohadi, MA Setiawan;EGU General Assembly Conference Abstracts;14, 13111;1;2012;4488894925550239758;YOwf2qJgpHMC;jZ6odzcAAAAJ
80;Tipologi Pedogeomorfik Longsorlahan di Pegunungan Menoreh Kabupaten Kulonprogo Daerah Istimewa Yogyakarta;KD Priyono, J Sartohadi;;;1;2011;14573544117987656750;K3LRdlH-MEoC;jZ6odzcAAAAJ
81;Tingkat Kerusakan Lahan Akibat Penambangan Bahan Galian Golongan C di Sub Daerah Aliran Sungai Celeng Kabupaten Bantul;AB ST Nugroho;Universitas Gadjah Mada;;1;2011;1550441446016053981;3s1wT3WcHBgC;jZ6odzcAAAAJ
82;Introduction to the special issue on application of luminescence dating in geomorphology;S Tsukamoto, GAT Duller, AS Murray, JH Choi;Geomorphology;109 (1), 1;1;2009;2613870961668985744;g5m5HwL7SMYC;jZ6odzcAAAAJ
83;The integrated soil erosion risk management model of Central Java, Indonesia;MA Setiawan, J Stoetter, J Sartohadi, N Christanto;EGU General Assembly Conference Abstracts;11, 6802;1;2009;6166076007383696411;4DMP91E08xMC;jZ6odzcAAAAJ
84;Pengkajian Local Site Effect Di Graben Bantul Menggunakan Indeks Kerent Anan Seismik Berdasarkan Pengukuran Mikrotremor;S Daryono, J Sartohadi, KSB Dulbahri;Jurnal Kebencanan Indonesia;2 (2009);1;2009;4543583308316961276;_kc_bZDykSQC;jZ6odzcAAAAJ
85;Evaluasi kemampuan lahan dan pendugaan erosi untuk arahan pemanfaatan lahan wilayah sub DAS Juwet dan Dondong, Gunung Kidul, Yogyakarta;S AZIZ;Universitas Gadjah Mada;;1;2008;13544701503715935239;t7zJ5fGR-2UC;jZ6odzcAAAAJ
86;Hydrological-slope stability modelling for landslide hazard assessment by means of GIS and remote sensing data:: A case study of Probolo sub-catchments, Gesing sub-district …;N CHRISTANTO;Universitas Gadjah Mada;;1;2008;7228120769339954499;9ZlFYXVOiuMC;jZ6odzcAAAAJ
87;Uji toksisitas dan pengaruh patologi air lindi dari tempat pembuangan akhir sampah piyungan bantul terhadap ikan mas (Cyprinus carpio L) serta penurunan toksisitasnya dengan …;Y Pratiwi, SD Tandjung, J Sartohadi;Sains dan Sibernatika;18 (2005);1;2005;16425637134381130682;70eg2SAEIzsC;jZ6odzcAAAAJ
88;Perhitungan Volume dan Karakterisasi Material Endapan Erupsi Gunungapi Kelud Tahun 2014, di Sungai Bladak Bagian Hulu Dengan Metode Geofisika;ANC Purnamasari, J Sartohadi, W Wahyudi;Majalah Geografi Indonesia;29 (2), 111-11;1;#N/A;17184159361894464548;sSrBHYA8nusC;jZ6odzcAAAAJ
89;Delineating spring recharge areas inferred from morphological, lithological, and hydrological datasets on Quaternary volcanic landscapes at the southern flank of Rinjani …;O Setiawan, J Sartohadi, MP Hadi, D Mardiatno;Acta Geophysica;67 (1), 177-190;0;2019;#N/A;p__nRnzSRKYC;jZ6odzcAAAAJ
90;Uji Akurasi Hasil Teknologi Pesawat Udara Tanpa Awak (Unmanned Aerial Vehicle) Dalam Aplikasi Pemetaan Kebencanaan Kepesisiran;R Meiarti, T Seto, J Sartohadi;Jurnal Geografi, Edukasi dan Lingkungan;2 (2), 56-72;0;2019;#N/A;vbGhcppDl1QC;jZ6odzcAAAAJ
91;Earthquake Triggered Multi-Hazard and Risk Study Based on Remote Sensing and Geographic Information System;A Saputra, C Gomez, I Delikostidis, P Zawar-Reza, DS Hadmoko, ...;Preprints;;0;2018;#N/A;ML0RJ9NH7IQC;jZ6odzcAAAAJ
92;KAJIAN HUBUNGAN KARAKTERISTIK GEOMORFOLOGI DAN BA WAH PERMUKAAN (SUBSURFACE) STUDI KASUS DI DATARAN RENDAH BANTUL YOGYAKARTA INDONESIA;DW Nurwihastuti, J Sartohadi, D Mardiatno, U Nehren;JURNAL PENELITIAN SAINTIKA;13 (1), 17-27;0;2018;#N/A;BUYA1_V_uYcC;jZ6odzcAAAAJ
93;Soil morphogenesis diversity at the southern flank of Merapi Volcano, Indonesia five years post-eruption.;LN Aini, BH Sunarminto, E Hanudin, J Sartohadi;Indian Journal of Agricultural Research;52 (5);0;2018;#N/A;AvfA0Oy_GE0C;jZ6odzcAAAAJ
94;Post-eruptive lahars at Kali Putih following the 2010 eruption of Merapi volcano, Indonesia: occurrences and impacts;DS Hadmoko, E de Belizal, BW Mutaqin, GA Dipayana, MA Marfai, ...;Natural Hazards;94 (1), 419-444;0;2018;#N/A;zLWjf1WUPmwC;jZ6odzcAAAAJ
95;Faktor Yang Berpengaruh Terhadap Tingkat Kerapatan Erosi Parit Di Daerah Aliran Sungai Kaliwungu (Factor Influencing Density Level of Gully Erosion in Kaliwungu Watershed);SS Nugraha, J Sartohadi;Jurnal Penelitian Pengelolaan Daerah Aliran Sungai (Journal of Watershed …;;0;2018;#N/A;uWiczbcajpAC;jZ6odzcAAAAJ
96;Distinguishing between Hazardous Flooding and Non-Hazardous Agronomic Inundation in Irrigated Rice Fields: A Case Study from West Java;R Sianturi, V Jetten, J Ettema, J Sartohadi;Remote Sensing;10 (7), 1003;0;2018;#N/A;vDijr-p_gm4C;jZ6odzcAAAAJ
97;Spatial Patterns of Soil Moisture From Infiltration Dataset at High Landslide Susceptibility Areas of Layered Clayey Soils;F Asri, J Sartohadi, M Anggri Setiawan, D Rahmawati Hizbaron;EGU General Assembly Conference Abstracts;20, 11643;0;2018;#N/A;URolC5Kub84C;jZ6odzcAAAAJ
98;Land use change analysis using spectral similarity and vegetation indices and its effect on runoff and sediment yield in tropical environment;N Christanto, J Sartohadi, MA Setiawan, DBP Shrestha, VG Jetten;IOP Conference Series: Earth and Environmental Science;148 (1), 012017;0;2018;#N/A;nrtMV_XWKgEC;jZ6odzcAAAAJ
99;Sustainability of three modified soil conservation methods in agriculture area;MA Setiawan, FH Sara, N Christanto, J Sartohadi, G Samodra, ...;IOP Conference Series: Earth and Environmental Science;148 (1), 012018;0;2018;#N/A;9Nmd_mFXekcC;jZ6odzcAAAAJ
100;ANALISIS POLA SPASIAL DISTRIBUSI LONGSOR UNTUK PENENTUAN FAKTOR PENGONTROL UTAMA LONGSOR LAHAN DI DAS KODIL PROVINSI JAWA TENGAH;R Meiarti;Jurnal Geografi, Edukasi dan Lingkungan;1 (2), 74-85;0;2018;#N/A;ZuybSZzF8UAC;jZ6odzcAAAAJ
101;Variability of Soil Development in Hilly Region, Bogowonto Catchment, Java, Indonesia;NA Pulungan, J Sartohadi;International Journal of Soil Science;13, 1-8;0;2018;#N/A;Z5m8FVwuT1cC;jZ6odzcAAAAJ
